s0,q_assumed_ah,soc_min,soc_max,score_bias_offset_mv,rmse_no_bias_mv,bias_no_bias_mv,rmse_with_score_bias_mv,bias_with_score_bias_mv
0.5,2.85,0.001,0.5,-6.609856647999162,301.19079579149974,-6.609856647999162,301.11825793965033,1.0623584207091504e-13
0.51,2.85,0.001,0.51,-0.9438965192433698,297.18143600563775,-0.9438965192433698,297.17993701751453,-1.8349827266794416e-13
0.52,2.85,0.001,0.52,4.353296143253834,293.6686761420165,4.353296143253834,293.63640809629464,-1.3520925354480096e-13
0.53,2.85,0.001,0.53,9.689933939287652,290.00695785259217,9.689933939287652,289.84502890884187,1.1589364589554367e-13
0.54,2.85,0.001,0.54,15.825606134059425,285.3674473372497,15.825606134059425,284.92828955768437,3.8631215298514557e-14
0.55,2.85,0.001,0.55,21.309924246792047,281.7039300793675,21.309924246792047,280.89676279864307,9.657803824628639e-15
0.56,2.85,0.001,0.56,26.44638554359425,278.47334711438435,26.44638554359425,277.2147069416916,-1.1589364589554367e-13
0.57,2.85,0.001,0.57,32.388671820881214,274.0858961732941,32.388671820881214,272.16548719262147,-2.897341147388592e-14
0.58,2.85,0.001,0.58,38.17701867462512,270.10795473254495,38.17701867462512,267.3963770414922,1.9315607649257278e-14
0.59,2.85,0.001,0.59,43.542294700839406,266.7497781183473,43.542294700839406,263.17202111617553,1.448670573694296e-13
0.6,2.85,0.001,0.6,48.73980755905451,263.5684186937701,48.73980755905451,259.02266791120974,-1.1589364589554367e-13
0.61,2.85,0.001,0.61,55.00831171135799,259.0508927857694,55.00831171135799,253.14314269948196,-9.657803824628639e-15
0.62,2.85,0.001,0.62,60.55491125356365,255.66989775322114,60.55491125356365,248.39524822390536,1.448670573694296e-13
0.63,2.85,0.001,0.63,65.7590954467261,252.79792990883521,65.7590954467261,244.095339431585,1.3520925354480096e-13
0.64,2.85,0.001,0.64,71.56776721860346,249.40391151339793,71.56776721860346,238.91497603441817,1.9315607649257278e-13
0.65,2.85,0.001,0.65,77.48570227657301,246.37889812008316,77.48570227657301,233.87716301847982,-1.2555144972017232e-13
0.66,2.85,0.001,0.66,82.92169003366172,244.314632147847,82.92169003366172,229.81216852790698,1.448670573694296e-13
0.67,2.85,0.001,0.67,88.00609257437294,243.06016118291177,88.00609257437294,226.5682449595573,-1.3520925354480096e-13
0.68,2.85,0.008413618169089476,0.68,94.39217790598006,242.57986416682743,94.39217790598006,223.4616460365453,-1.1589364589554367e-13
0.69,2.85,0.018413618169089374,0.69,101.01840677626672,245.26119745764154,101.01840677626672,223.4912447294993,-1.9315607649257278e-14
0.7,2.85,0.028413618169089383,0.7,125.33924636694269,285.91457511914206,125.33924636694269,256.9770759926386,-2.897341147388592e-14
0.71,2.85,0.03841361816908939,0.71,145.206734740113,319.5542746430039,145.206734740113,284.6575813652797,-1.3520925354480096e-13
0.72,2.85,0.0484136181690894,0.72,160.75185901626227,345.6431249892647,160.75185901626227,305.9869436351169,-1.9315607649257278e-13
0.73,2.85,0.05841361816908941,0.73,173.5903953848942,367.0939330587284,173.5903953848942,323.45684460008306,7.726243059702911e-14
0.74,2.85,0.06841361816908942,0.74,184.44398100481695,385.1926173839669,184.44398100481695,338.16234319954344,1.1589364589554367e-13
0.75,2.85,0.07841361816908943,0.75,193.45145137970042,400.09839295016104,193.45145137970042,350.22172976614246,5.794682294777183e-14
0.76,2.85,0.08841361816908944,0.76,199.94372509061532,410.2830489056701,199.94372509061532,358.26622366087065,1.9315607649257278e-14
0.77,2.85,0.09841361816908945,0.77,203.491662679605,414.66121112776483,203.491662679605,361.2963648223361,-7.726243059702911e-14
0.78,2.85,0.10841361816908945,0.78,205.89963046507177,416.70650413435595,205.89963046507177,362.2839394207573,1.9315607649257278e-14
0.79,2.85,0.11841361816908946,0.79,207.9173712605866,417.9469086420606,207.9173712605866,362.5603193560243,1.9315607649257278e-13
0.8,2.85,0.12841361816908947,0.8,209.78905016709706,418.8987207240548,209.78905016709706,362.5806015967165,1.1589364589554367e-13
0.81,2.85,0.13841361816908948,0.81,211.64179582825278,419.7495939446437,211.64179582825278,362.48789203956244,0.0
0.82,2.85,0.14841361816908938,0.82,213.57508362332834,420.70421717875774,213.57508362332834,362.46064890865,1.9315607649257278e-14
0.83,2.85,0.1584136181690894,0.83,215.73229102996413,422.2105565907032,215.73229102996413,362.9343366279832,-3.8631215298514557e-14
0.84,2.85,0.1684136181690894,0.84,218.59821262511892,425.24048516096343,218.59821262511892,364.75237032408006,1.9315607649257278e-14
0.85,2.85,0.1784136181690894,0.85,221.53279182930282,428.49289948987706,221.53279182930282,366.78247921289346,0.0
0.86,2.85,0.18841361816908941,0.86,224.07829133501312,431.09483110767,224.07829133501312,368.28205598444725,7.726243059702911e-14
0.87,2.85,0.19841361816908942,0.87,226.3393548969407,433.2436293868805,226.3393548969407,369.4191912031012,1.1589364589554367e-13
0.88,2.85,0.20841361816908943,0.88,228.51681720331396,435.24581146064133,228.51681720331396,370.430804131216,1.3520925354480096e-13
0.89,2.85,0.21841361816908944,0.89,230.7120163283082,437.3640720672349,230.7120163283082,371.5633150042667,1.5452486119405823e-13
0.9,2.85,0.22841361816908945,0.9,232.89898009696486,439.6104583036475,232.89898009696486,372.84771706386596,-1.9315607649257278e-13
0.91,2.85,0.23841361816908946,0.91,235.00870849465926,441.7732264164115,235.00870849465926,374.0781876961529,1.9315607649257278e-14
0.92,2.85,0.24841361816908947,0.92,236.96155941770826,443.6541733173491,236.96155941770826,375.07098642820705,1.1589364589554367e-13
0.93,2.85,0.2584136181690895,0.93,238.75185201717693,445.29211186112553,238.75185201717693,375.8758013547949,0.0
0.94,2.85,0.2684136181690894,0.94,240.43949252807832,446.8276453669333,240.43949252807832,376.62155421191443,1.5452486119405823e-13
0.95,2.85,0.2784136181690894,0.95,242.01621618515236,448.15773751946404,242.01621618515236,377.1916075444766,-9.657803824628639e-14
0.96,2.85,0.2884136181690894,0.96,243.5369065154623,449.4152223451322,243.5369065154623,377.70864067479795,-1.7384046884331552e-13
0.97,2.85,0.2984136181690894,0.97,245.05559854302368,450.7484490542417,245.05559854302368,378.31457538340317,-1.3520925354480096e-13
0.98,2.85,0.3084136181690894,0.98,246.69080431749907,452.350253539398,246.69080431749907,379.1627604899287,1.7384046884331552e-13
0.99,2.85,0.3184136181690894,0.99,248.37096625961453,454.07934138971103,248.37096625961453,380.131439631319,7.726243059702911e-14
0.2,2.9,0.001,0.2,-159.9187685391857,412.7414458820049,-159.9187685391857,380.5016276150187,1.7384046884331552e-13
0.21,2.9,0.001,0.21,-155.0939660335279,408.9221046214294,-155.0939660335279,378.369064998726,-1.5452486119405823e-13
0.22,2.9,0.001,0.22,-150.2404221220444,405.20119885296384,-150.2404221220444,376.31878389534194,1.9315607649257278e-13
0.23,2.9,0.001,0.23,-145.7935618071516,401.9903253329341,-145.7935618071516,374.62041988773444,1.7384046884331552e-13
0.24,2.9,0.001,0.24,-141.50384119643158,398.92464727831606,-141.50384119643158,372.9846339097416,2.3178729179108734e-13
0.25,2.9,0.001,0.25,-136.04550295358064,394.5999928320299,-136.04550295358064,370.40623033251666,1.1589364589554367e-13
0.26,2.9,0.001,0.26,-131.23901339991983,391.1657513399657,-131.23901339991983,368.49283084366186,-1.1589364589554367e-13
0.27,2.9,0.001,0.27,-126.75287452936918,388.0913422240282,-126.75287452936918,366.8086677108242,-5.794682294777183e-14
0.28,2.9,0.001,0.28,-121.55609327699243,384.1320270820799,-121.55609327699243,364.3920010338081,-9.657803824628639e-14
0.29,2.9,0.001,0.29,-116.3073024043622,380.2737528107062,-116.3073024043622,362.05074020661567,1.7384046884331552e-13
0.3,2.9,0.001,0.3,-111.46223630508027,376.93206022496344,-111.46223630508027,360.07491984767,7.726243059702911e-14
0.31,2.9,0.001,0.31,-106.77777430383189,373.72067950990487,-106.77777430383189,358.14194561383755,-6.760462677240048e-14
0.32,2.9,0.001,0.32,-100.96188001687644,369.1999911774173,-100.96188001687644,355.1272057571242,1.3520925354480096e-13
0.33,2.9,0.001,0.33,-95.8231529678377,365.6042078368006,-95.8231529678377,352.8234121246446,2.897341147388592e-14
0.34,2.9,0.001,0.34,-91.01757880920405,362.37644398761313,-91.01757880920405,350.7598715714471,-2.897341147388592e-14
0.35,2.9,0.001,0.35,-85.50267098764297,358.19464203724885,-85.50267098764297,347.84004202818824,3.8631215298514557e-14
0.36,2.9,0.001,0.36,-79.9669907625433,354.12641946239467,-79.9669907625433,344.97942163213037,1.9315607649257278e-14
0.37,2.9,0.001,0.37,-74.85392520858142,350.59710787676784,-74.85392520858142,342.5130974611367,-6.760462677240048e-14
0.38,2.9,0.001,0.38,-69.90799971866464,347.1909443900382,-69.90799971866464,340.0800250555475,-1.8349827266794416e-13
0.39,2.9,0.001,0.39,-63.84555237742806,342.4001530370945,-63.84555237742806,336.3950211305852,-1.0623584207091504e-13
0.4,2.9,0.001,0.4,-58.46344290930567,338.5863612030643,-58.46344290930567,333.5007493783518,1.7384046884331552e-13
0.41,2.9,0.001,0.41,-53.42082987314,335.16121371362755,-53.42082987314,330.8764937460154,0.0
0.42,2.9,0.001,0.42,-47.65974405804968,330.7140320071584,-47.65974405804968,327.26185198209856,2.897341147388592e-14
0.43,2.9,0.001,0.43,-41.88616415062664,326.39866905983183,-41.88616415062664,323.6999234117555,8.692023442165776e-14
0.44,2.9,0.001,0.44,-36.54072392854456,322.66916385868234,-36.54072392854456,320.59345720092153,1.1589364589554367e-13
0.45,2.9,0.001,0.45,-31.360036259572254,319.0894540738147,-31.360036259572254,317.5446863465415,-1.9315607649257278e-13
0.46,2.9,0.001,0.46,-25.0811273186965,314.1272996659929,-25.0811273186965,313.1244120918582,1.0623584207091504e-13
0.47,2.9,0.001,0.47,-19.515045344810964,310.21860689991206,-19.515045344810964,309.6041780598448,-3.380231338620024e-14
0.48,2.9,0.001,0.48,-14.306627641759746,306.75030423653004,-14.306627641759746,306.41649687104604,6.760462677240048e-14
0.49,2.9,0.001,0.49,-8.39144673709457,302.28224280805534,-8.39144673709457,302.1657458063812,-1.1589364589554367e-13
0.5,2.9,0.001,0.5,-2.4975389369322154,298.0132358241932,-2.4975389369322154,298.00277016441424,1.6418266501868687e-13
0.51,2.9,0.001,0.51,2.940641527416577,294.3678138703313,2.940641527416577,294.35312546362616,-1.1106474398322935e-13
0.52,2.9,0.001,0.52,8.202228347884907,290.8843077841163,8.202228347884907,290.7686433664635,2.4144509561571598e-14
0.53,2.9,0.001,0.53,14.535318370708938,286.0132798666189,14.535318370708938,285.6436955017964,6.277572486008616e-14
0.54,2.9,0.001,0.54,20.148726272743946,282.23291507580444,20.148726272743946,281.5127833363385,-3.8631215298514557e-14
0.55,2.9,0.001,0.55,25.39710025911274,278.9048146244042,25.39710025911274,277.7460763343055,-1.5452486119405823e-13
0.56,2.9,0.001,0.56,31.345329668215154,274.5654088546267,31.345329668215154,272.77029539064415,-2.1247168414183007e-13
0.57,2.9,0.001,0.57,37.27041293054213,270.45730346417844,37.27041293054213,267.8769667535855,1.9315607649257278e-14
0.58,2.9,0.001,0.58,42.738343097701986,267.01675975177636,42.738343097701986,263.5742476373611,-2.221294879664587e-13
0.59,2.9,0.001,0.59,48.024358281020696,263.77368465411774,48.024358281020696,259.36502795810026,0.0
0.6,2.9,0.001,0.6,54.3854692200853,259.19822829630726,54.3854692200853,253.42837704104048,-7.726243059702911e-14
0.61,2.9,0.001,0.61,60.0260788155311,255.75847037524724,60.0260788155311,248.6146919043962,-2.897341147388592e-14
0.62,2.9,0.001,0.62,65.29760012162748,252.8456319511467,65.29760012162748,244.26857557846188,-1.7384046884331552e-13
0.63,2.9,0.001,0.63,71.27417023314324,249.32808013817564,71.27417023314324,238.92359490633288,-2.0281388031720143e-13
0.64,2.9,0.001,0.64,77.22789500869705,246.3391565643024,77.22789500869705,233.92056833322192,-1.9315607649257278e-14
0.65,2.9,0.001,0.65,82.7264271795556,244.2883741552216,82.7264271795556,229.85462360698165,-2.5110289944034463e-13
0.66,2.9,0.001,0.66,88.04403258223549,243.03950738458468,88.04403258223549,226.5313454610638,-8.692023442165776e-14
0.67,2.9,0.009992693717898238,0.67,94.43841621625984,242.6975715668499,94.43841621625984,223.569892398352,-1.0623584207091504e-13
0.68,2.9,0.019992693717898247,0.68,102.51232272956634,248.17956635879202,102.51232272956634,226.0184082030207,1.9315607649257278e-14
0.69,2.9,0.029992693717898145,0.69,128.29647010939715,292.21630517576034,128.29647010939715,262.54596696205726,1.9315607649257278e-14
0.7,2.9,0.03999269371789815,0.7,147.31099999779997,324.21946856800065,147.31099999779997,288.82128224589843,-1.9315607649257278e-13
0.71,2.9,0.04999269371789816,0.71,162.36637135715756,349.3622875869694,162.36637135715756,309.3398930631319,1.3520925354480096e-13
0.72,2.9,0.05999269371789817,0.72,174.86516806714837,370.19645122877523,174.86516806714837,326.29371048064485,1.3520925354480096e-13
0.73,2.9,0.06999269371789818,0.73,185.44238040407822,387.8009430111529,185.44238040407822,340.5887475393287,9.657803824628639e-14
0.74,2.9,0.07999269371789819,0.74,194.1424807618367,402.12469751907634,194.1424807618367,352.1547522303916,-1.3520925354480096e-13
0.75,2.9,0.0899926937178982,0.75,200.21808973606613,411.47646969140834,200.21808973606613,359.4796261989614,0.0
0.76,2.9,0.0999926937178982,0.76,203.41959147807222,415.159677614636,203.41959147807222,361.9088665948691,1.1589364589554367e-13
0.77,2.9,0.10999269371789822,0.77,205.71098496760902,416.97204061183277,205.71098496760902,362.69639275246726,-1.9315607649257278e-14
0.78,2.9,0.11999269371789822,0.78,207.67209447023774,418.13091799137663,207.67209447023774,362.9128900420265,-2.1247168414183007e-13
0.79,2.9,0.12999269371789823,0.79,209.50010465006716,419.055310364518,209.50010465006716,362.9284492793496,7.726243059702911e-14
0.8,2.9,0.13999269371789824,0.8,211.32018435491239,419.9059585438212,211.32018435491239,362.85643676915964,-1.9315607649257278e-14
0.81,2.9,0.14999269371789825,0.81,213.25476715323452,420.89963546823464,213.25476715323452,362.8758843237072,2.3178729179108734e-13
0.82,2.9,0.15999269371789815,0.82,215.49713492456382,422.560643968014,215.49713492456382,363.48106232645335,-2.3178729179108734e-13
0.83,2.9,0.16999269371789816,0.83,218.4351631456056,425.7555541795343,218.4351631456056,365.4502311071577,2.1247168414183007e-13
0.84,2.9,0.17999269371789817,0.84,221.34825479007114,428.9706824320158,221.34825479007114,367.45176076265994,1.9315607649257278e-14
0.85,2.9,0.18999269371789818,0.85,223.8608883703135,431.47425314570586,223.8608883703135,368.8581485960405,0.0
0.86,2.9,0.19999269371789818,0.86,226.11120745540453,433.5718022274964,226.11120745540453,369.94354913940356,1.1589364589554367e-13
0.87,2.9,0.2099926937178982,0.87,228.2829326851668,435.5694152678049,228.2829326851668,370.9550082710801,-1.7384046884331552e-13
0.88,2.9,0.2199926937178982,0.88,230.49945973119097,437.70727441322776,230.49945973119097,372.098988359127,7.726243059702911e-14
0.89,2.9,0.2299926937178982,0.89,232.71274454774735,439.9583179924546,232.71274454774735,373.3739413721915,9.657803824628639e-14
0.9,2.9,0.23999269371789822,0.9,234.80896043683953,442.091546350032,234.80896043683953,374.57934733876243,-5.794682294777183e-14
0.91,2.9,0.24999269371789823,0.91,236.74309010142153,443.92698920345055,236.74309010142153,375.53146477022494,-3.8631215298514557e-14
0.92,2.9,0.25999269371789824,0.92,238.5329252781781,445.535550202198,238.5329252781781,376.30302955491925,-1.7384046884331552e-13
0.93,2.9,0.26999269371789825,0.93,240.22386042119177,447.0478509973528,240.22386042119177,377.02026200947233,-2.3178729179108734e-13
0.94,2.9,0.27999269371789814,0.94,241.78915866277046,448.35205398688817,241.78915866277046,377.56796350777836,1.5452486119405823e-13
0.95,2.9,0.28999269371789815,0.95,243.3169643718922,449.60721182333486,243.3169643718922,378.0786952109316,-1.9315607649257278e-14
0.96,2.9,0.29999269371789816,0.96,244.86072040037593,450.9672015297819,244.86072040037593,378.70126017827283,9.657803824628639e-14
0.97,2.9,0.30999269371789817,0.97,246.50490760716474,452.6089119835545,246.50490760716474,379.5920938751493,-5.794682294777183e-14
0.98,2.9,0.3199926937178982,0.98,248.18553749657767,454.3357956418136,248.18553749657767,380.55873945951447,-7.726243059702911e-14
0.99,2.9,0.3299926937178982,0.99,249.78204116412434,455.9519918215441,249.78204116412434,381.4461308729152,7.726243059702911e-14
0.2,2.95,0.001,0.2,-158.92903941895796,412.00822427040265,-158.92903941895796,380.12147702519746,5.794682294777183e-14
0.21,2.95,0.001,0.21,-153.63287098335866,407.7029270280177,-153.63287098335866,377.6488020113711,1.1589364589554367e-13
0.22,2.95,0.001,0.22,-148.9219635557693,404.1914005542561,-148.9219635557693,375.7564863747601,1.7384046884331552e-13
0.23,2.95,0.001,0.23,-144.53418347264142,401.06167214596735,-144.53418347264142,374.112729898912,-1.7384046884331552e-13
0.24,2.95,0.001,0.24,-139.66564513990892,397.3375466770929,-139.66564513990892,371.98203393043605,9.657803824628639e-14
0.25,2.95,0.001,0.25,-134.44259875028132,393.37844928825854,-134.44259875028132,369.69148219252486,0.0
0.26,2.95,0.001,0.26,-129.66468265846106,390.0118249568198,-129.66468265846106,367.8264450487888,-2.1247168414183007e-13
0.27,2.95,0.001,0.27,-125.1724354040521,386.9334869300474,-125.1724354040521,366.1275525317148,-1.1589364589554367e-13
0.28,2.95,0.001,0.28,-119.42723566548187,382.412937711342,-119.42723566548187,363.28609980333715,-9.657803824628639e-14
0.29,2.95,0.001,0.29,-114.37408357779184,378.83762955028965,-114.37408357779184,361.1599625775576,1.5452486119405823e-13
0.3,2.95,0.001,0.3,-109.6390270273453,375.6297412398243,-109.6390270273453,359.2728576672533,0.0
0.31,2.95,0.001,0.31,-104.21280343452935,371.5318515127649,-104.21280343452935,356.61689288201046,1.9315607649257278e-13
0.32,2.95,0.001,0.32,-98.72716374487482,367.5165225153546,-98.72716374487482,354.00754435558554,-6.760462677240048e-14
0.33,2.95,0.001,0.33,-93.65478936767403,364.03003701998404,-93.65478936767403,351.77641802893436,1.8349827266794416e-13
0.34,2.95,0.001,0.34,-88.68028932361214,360.5750604071743,-88.68028932361214,349.4999005337739,1.1589364589554367e-13
0.35,2.95,0.001,0.35,-82.71604898618463,355.9407361116589,-82.71604898618463,346.196277946232,-1.6418266501868687e-13
0.36,2.95,0.001,0.36,-77.41173520624032,352.21216826312076,-77.41173520624032,343.5998177021749,1.448670573694296e-13
0.37,2.95,0.001,0.37,-72.45026972908265,348.8611258587961,-72.45026972908265,341.25510040386206,-1.3520925354480096e-13
0.38,2.95,0.001,0.38,-66.60652333624961,344.3148528596177,-66.60652333624961,337.81102549916545,-1.9315607649257278e-14
0.39,2.95,0.001,0.39,-60.962207285540075,340.1797288607203,-60.962207285540075,334.67276138136486,1.448670573694296e-13
0.4,2.95,0.001,0.4,-55.68883958088805,336.524165558383,-55.68883958088805,331.88441836112173,-1.8349827266794416e-13
0.41,2.95,0.001,0.41,-50.31275396952236,332.6240182705493,-50.31275396952236,328.79684353480195,-9.657803824628639e-14
0.42,2.95,0.001,0.42,-44.202302120294284,327.8579368394542,-44.202302120294284,324.86456137272006,1.0623584207091504e-13
0.43,2.95,0.001,0.43,-38.686309632782,323.9499479464657,-38.686309632782,321.6316809978681,-1.448670573694296e-13
0.44,2.95,0.001,0.44,-33.531816953491266,320.4643593007554,-33.531816953491266,318.70522875196315,-2.0281388031720143e-13
0.45,2.95,0.001,0.45,-27.296921581442927,315.53945759952774,-27.296921581442927,314.3565290786573,-3.8631215298514557e-14
0.46,2.95,0.001,0.46,-21.517504085217883,311.3907226538063,-21.517504085217883,310.64638928016257,-7.726243059702911e-14
0.47,2.95,0.001,0.47,-16.11086634366883,307.7256030533242,-16.11086634366883,307.3035742717428,-1.8832717458025847e-13
0.48,2.95,0.001,0.48,-10.410267692051109,303.58260492565057,-10.410267692051109,303.4040611791864,-1.20722547807858e-13
0.49,2.95,0.001,0.49,-4.249392176526182,298.9889821049418,-4.249392176526182,298.95878325662096,-5.794682294777183e-14
0.5,2.95,0.001,0.5,1.3524211444700596,295.1948823822416,1.3524211444700596,295.1917843397973,-1.5452486119405823e-13
0.51,2.95,0.001,0.51,6.558249331974401,291.85291965289673,6.558249331974401,291.7792248869337,1.6901156693100118e-13
0.52,2.95,0.001,0.52,13.021928950429123,286.829907289352,13.021928950429123,286.53416041028726,-5.311792103545752e-14
0.53,2.95,0.001,0.53,18.78753619637695,282.89870614546135,18.78753619637695,282.27416888983294,1.9315607649257278e-13
0.54,2.95,0.001,0.54,24.17561587546119,279.4468687351272,24.17561587546119,278.39915955855463,-1.7384046884331552e-13
0.55,2.95,0.001,0.55,30.08014805491485,275.21702997919425,30.08014805491485,273.56826987712424,-2.897341147388592e-14
0.56,2.95,0.001,0.56,36.17134088949715,270.9351767095183,36.17134088949715,268.5097839499963,1.1589364589554367e-13
0.57,2.95,0.001,0.57,41.767598199618064,267.39278396932065,41.767598199618064,264.1105235682574,8.692023442165776e-14
0.58,2.95,0.001,0.58,47.09475234612107,264.15027917484815,47.09475234612107,259.91816844847096,1.448670573694296e-13
0.59,2.95,0.001,0.59,53.56439841254222,259.47378260502893,53.56439841254222,253.8848145952496,-2.897341147388592e-14
0.6,2.95,0.001,0.6,59.3045132745193,255.95936809007534,59.3045132745193,248.99432286368102,-3.8631215298514557e-14
0.61,2.95,0.001,0.61,64.66605523448327,252.98520108542243,64.66605523448327,244.58089309805536,1.8349827266794416e-13
0.62,2.95,0.001,0.62,70.75755949831161,249.38693219786813,70.75755949831161,239.13847395370524,-1.9315607649257278e-14
0.63,2.95,0.001,0.63,76.77835483818369,246.3852206066911,76.77835483818369,234.11698178848494,-5.794682294777183e-14
0.64,2.95,0.001,0.64,82.3594108536384,244.32057595359578,82.3594108536384,230.02058881356325,-1.448670573694296e-13
0.65,2.95,0.0011792582311542787,0.65,87.87683017148271,243.06317870190693,87.87683017148271,226.62164847976797,-4.8289019123143196e-14
0.66,2.95,0.011179258231154288,0.66,94.27956650125145,242.81265569100293,94.27956650125145,223.76181332848918,-9.657803824628639e-15
0.67,2.95,0.021179258231154297,0.67,104.91493429412125,253.4936122169602,104.91493429412125,230.7636626439761,9.657803824628639e-14
0.68,2.95,0.031179258231154305,0.68,129.9365471712187,296.0516238071706,129.9365471712187,266.0132659625909,-1.448670573694296e-13
0.69,2.95,0.0411792582311542,0.69,148.51264025316246,327.22014898397947,148.51264025316246,291.57678506035495,0.0
0.7,2.95,0.05117925823115421,0.7,163.3015407402204,351.8481958123444,163.3015407402204,311.65647705169226,7.726243059702911e-14
0.71,2.95,0.06117925823115422,0.71,175.60687026168253,372.30988835582014,175.60687026168253,328.2938928527606,7.726243059702911e-14
0.72,2.95,0.07117925823115423,0.72,185.97983240970146,389.56181451697324,185.97983240970146,342.30090456587465,1.5452486119405823e-13
0.73,2.95,0.08117925823115424,0.73,194.39535432146573,403.3205736831616,194.39535432146573,353.3807173210593,1.9315607649257278e-13
0.74,2.95,0.09117925823115425,0.74,200.1145311345935,411.9536628197496,200.1145311345935,360.08331638579114,2.1247168414183007e-13
0.75,2.95,0.10117925823115426,0.75,203.194767156907,415.39718973804133,203.194767156907,362.3074824542169,-2.3178729179108734e-13
0.76,2.95,0.11117925823115427,0.76,205.4429942061255,417.1241188815877,205.4429942061255,363.0230112325703,-9.657803824628639e-14
0.77,2.95,0.12117925823115427,0.77,207.38155860693428,418.2518170912044,207.38155860693428,363.21821492025015,-3.8631215298514557e-14
0.78,2.95,0.13117925823115428,0.78,209.18787752851094,419.16478402910445,209.18787752851094,363.23483872734795,1.7384046884331552e-13
0.79,2.95,0.1411792582311543,0.79,210.9808815325049,420.0266765276476,210.9808815325049,363.1934424279,-3.8631215298514557e-14
0.8,2.95,0.1511792582311543,0.8,212.91452031877517,421.0850592943993,212.91452031877517,363.29056442246554,-1.9315607649257278e-14
0.81,2.95,0.1611792582311543,0.81,215.23927133294333,422.94669232522824,215.23927133294333,364.0823541795384,1.3520925354480096e-13
0.82,2.95,0.1711792582311542,0.82,218.18354259760548,426.1539524209281,218.18354259760548,366.06438354958476,2.3178729179108734e-13
0.83,2.95,0.18117925823115422,0.83,221.0509788017966,429.280951892231,221.0509788017966,367.99266355223386,1.3520925354480096e-13
0.84,2.95,0.19117925823115423,0.84,223.540025429887,431.7314162570237,223.540025429887,369.35331704764866,1.1589364589554367e-13
0.85,2.95,0.20117925823115423,0.85,225.80324963361872,433.8110174890912,225.80324963361872,370.411786191825,1.1589364589554367e-13
0.86,2.95,0.21117925823115424,0.86,227.9915262947831,435.8236346949073,227.9915262947831,371.432503284857,-3.8631215298514557e-14
0.87,2.95,0.22117925823115425,0.87,230.21324965227691,437.97738732307374,230.21324965227691,372.59368149618984,-1.3520925354480096e-13
0.88,2.95,0.23117925823115426,0.88,232.43501471345022,440.2155901820342,232.43501471345022,373.8498759856352,3.8631215298514557e-14
0.89,2.95,0.24117925823115427,0.89,234.53114415462238,442.31042916474684,234.53114415462238,375.01154404821483,-9.657803824628639e-14
0.9,2.95,0.2511792582311543,0.9,236.4526360738164,444.1158021039884,236.4526360738164,375.93749024566876,1.9315607649257278e-14
0.91,2.95,0.2611792582311543,0.91,238.24698420125392,445.7132046963961,238.24698420125392,376.69435270486724,-3.8631215298514557e-14
0.92,2.95,0.2711792582311543,0.92,239.94541532460843,447.1964617275148,239.94541532460843,377.3736517648122,-1.1589364589554367e-13
0.93,2.95,0.2811792582311543,0.93,241.51639199878687,448.4916194748881,241.51639199878687,377.90814377980286,-1.7384046884331552e-13
0.94,2.95,0.2911792582311542,0.94,243.04755414696666,449.75539452437204,243.04755414696666,378.42806625163354,-7.726243059702911e-14
0.95,2.95,0.3011792582311542,0.95,244.6171583259507,451.1505170680704,244.6171583259507,379.0768192640169,-2.1247168414183007e-13
0.96,2.95,0.3111792582311542,0.96,246.27614930687707,452.8063544422756,246.27614930687707,379.97585831981553,3.8631215298514557e-14
0.97,2.95,0.32117925823115423,0.97,247.93835333127902,454.5228890317584,247.93835333127902,380.94307921413923,1.5452486119405823e-13
0.98,2.95,0.33117925823115424,0.98,249.54240018053576,456.13544754356326,249.54240018053576,381.8221274597691,-3.8631215298514557e-14
0.99,2.95,0.34117925823115425,0.99,251.09362441821165,457.7133250870954,251.09362441821165,382.6924087812707,-1.5452486119405823e-13
0.2,3.0,0.001,0.2,-157.58676034401375,410.8671138074342,-157.58676034401375,379.44459170309625,1.9315607649257278e-14
0.21,3.0,0.001,0.21,-152.31110696432043,406.65145953628667,-152.31110696432043,377.05004473981376,1.5452486119405823e-13
0.22,3.0,0.001,0.22,-147.65212173955,403.22916016109406,-147.65212173955,375.22340885135395,-1.1589364589554367e-13
0.23,3.0,0.001,0.23,-143.31797106172053,400.1716516628322,-143.31797106172053,373.62723397165655,-1.9315607649257278e-14
0.24,3.0,0.001,0.24,-137.90085506273056,395.8701332261783,-137.90085506273056,371.07481260991017,-3.8631215298514557e-14
0.25,3.0,0.001,0.25,-132.8680362128958,392.1928449675849,-132.8680362128958,369.0004235725167,5.794682294777183e-14
0.26,3.0,0.001,0.26,-128.15314059529035,388.91484151797346,-128.15314059529035,367.1941264624397,-5.794682294777183e-14
0.27,3.0,0.001,0.27,-123.03546137585505,385.097474983034,-123.03546137585505,364.9141549492688,3.8631215298514557e-14
0.28,3.0,0.001,0.28,-117.55505442768455,380.99228667080774,-117.55505442768455,362.40299623644825,-1.1589364589554367e-13
0.29,3.0,0.001,0.29,-112.54331842254595,377.50365705790585,-112.54331842254595,360.33735938774703,-3.8631215298514557e-14
0.3,3.0,0.001,0.3,-107.76680758690037,374.24114953883327,-107.76680758690037,358.38910863846763,-1.1589364589554367e-13
0.31,3.0,0.001,0.31,-101.80707641622374,369.58941219334145,-101.80707641622374,355.29094105676387,-1.7384046884331552e-13
