s0,q_assumed_ah,soc_min,soc_max,score_bias_offset_mv,rmse_no_bias_mv,bias_no_bias_mv,rmse_with_score_bias_mv,bias_with_score_bias_mv
0.43,2.05,0.001,0.43,-98.92470361677738,370.52231369827734,-98.92470361677738,357.07238476625076,1.3520925354480096e-13
0.44,2.05,0.001,0.44,-94.12996889627527,366.81394188851493,-94.12996889627527,354.530699544309,4.8289019123143196e-14
0.45,2.05,0.001,0.45,-90.09938508858343,364.0718939293868,-90.09938508858343,352.7469982239251,1.9315607649257278e-13
0.46,2.05,0.001,0.46,-86.46306921200474,361.67265704574095,-86.46306921200474,351.185490185694,-9.657803824628639e-15
0.47,2.05,0.001,0.47,-82.98246926707398,359.4632729346558,-82.98246926707398,349.753848275089,-9.657803824628639e-15
0.48,2.05,0.001,0.48,-79.2620337646151,356.99881460980725,-79.2620337646151,348.088614631827,-1.9315607649257278e-14
0.49,2.05,0.001,0.49,-74.40132352035212,353.2444859517595,-74.40132352035212,345.32030046573095,1.0623584207091504e-13
0.5,2.05,0.001,0.5,-70.31660674221564,350.4614616317766,-70.31660674221564,343.33483788474166,-1.9315607649257278e-14
0.51,2.05,0.001,0.51,-66.61755532003053,348.0065735456594,-66.61755532003053,341.57089535581497,-2.221294879664587e-13
0.52,2.05,0.001,0.52,-63.08677794094751,345.7533389768847,-63.08677794094751,339.9491577614131,-1.2555144972017232e-13
0.53,2.05,0.001,0.53,-59.23558494243877,343.11511002662576,-59.23558494243877,337.9631994834802,-1.3520925354480096e-13
0.54,2.05,0.001,0.54,-54.39055922656301,339.318649849607,-54.39055922656301,334.9310573876092,-3.8631215298514557e-14
0.55,2.05,0.001,0.55,-50.306176199578054,336.4908020520691,-50.306176199578054,332.7091049277458,-5.794682294777183e-14
0.56,2.05,0.001,0.56,-46.59288723296413,333.9775151509324,-46.59288723296413,330.71148072857636,-1.8349827266794416e-13
0.57,2.05,0.001,0.57,-43.049349961776336,331.6809022034949,-43.049349961776336,328.87531733833845,0.0
0.58,2.05,0.001,0.58,-39.10376541102997,328.875097906111,-39.10376541102997,326.5420731750095,3.8631215298514557e-14
0.59,2.05,0.001,0.59,-34.28701091489808,325.0466747879965,-34.28701091489808,323.233262015615,1.9315607649257278e-13
0.6,2.05,0.001,0.6,-30.21551645297333,322.1861751448055,-30.21551645297333,320.76619837495247,4.8289019123143196e-14
0.61,2.05,0.001,0.61,-26.492648327181335,319.6356314293755,-26.492648327181335,318.5358323075567,1.3520925354480096e-13
0.62,2.05,0.001,0.62,-22.943182608491657,317.3251077623036,-22.943182608491657,316.4946040427087,-5.794682294777183e-14
0.63,2.05,0.001,0.63,-18.899165677511146,314.39311888499526,-18.899165677511146,313.82456044568715,-1.0623584207091504e-13
0.64,2.05,0.001,0.64,-14.110344228136974,310.6348821365702,-14.110344228136974,310.3142410295801,2.0281388031720143e-13
0.65,2.05,0.001,0.65,-10.052255524872303,307.830860928105,-10.052255524872303,307.66668831480763,1.9315607649257278e-14
0.66,2.05,0.001,0.66,-6.317657737932874,305.32475263542636,-6.317657737932874,305.25938441363377,-1.8349827266794416e-13
0.67,2.05,0.001,0.67,-2.757205302680722,303.0742303113783,-2.757205302680722,303.0616882711393,-1.9315607649257278e-13
0.68,2.05,0.001,0.68,1.386429524458486,300.08088421674086,1.386429524458486,300.07768141845327,1.7866937075562983e-13
0.69,2.05,0.001,0.69,6.150079286426733,296.4296994388671,6.150079286426733,296.3658941818166,8.209133250934344e-14
0.7,2.05,0.001,0.7,10.203337159903471,293.70199157507665,10.203337159903471,293.52470384273914,1.4969595928174392e-13
0.71,2.05,0.001,0.71,13.959400430222964,291.24560302353035,13.959400430222964,290.91087367124754,-8.209133250934344e-14
0.72,2.05,0.001,0.72,17.549431216135307,289.0418280333858,17.549431216135307,288.50857147903156,-1.9315607649257278e-13
0.73,2.05,0.001,0.73,21.80351152814249,285.97939051080334,21.80351152814249,285.14701240232677,1.6418266501868687e-13
0.74,2.05,0.001,0.74,26.576042909579417,282.4093669919769,26.576042909579417,281.15612123529746,2.897341147388592e-14
0.75,2.05,0.001,0.75,30.650213292615646,279.7513218695074,30.650213292615646,278.0671978368788,-9.657803824628639e-15
0.76,2.05,0.001,0.76,34.455872622199884,277.34727543831684,34.455872622199884,275.1986628508582,1.448670573694296e-13
0.77,2.05,0.001,0.77,38.094705849854485,275.20859285061397,38.094705849854485,272.5592833954258,-1.6418266501868687e-13
0.78,2.05,0.001,0.78,42.47340932636367,272.1174107463056,42.47340932636367,268.78224407774553,-9.657803824628639e-15
0.79,2.05,0.001,0.79,47.262409274128444,268.68951415934947,47.262409274128444,264.5001317368142,1.6418266501868687e-13
0.8,2.05,0.001,0.8,51.370830648637444,266.15795685993413,51.370830648637444,261.15339507332385,8.692023442165776e-14
0.81,2.05,0.001,0.81,55.24452550460545,263.87182846864675,55.24452550460545,258.0239993898977,2.1247168414183007e-13
0.82,2.05,0.001,0.82,58.97414877294527,261.86511034610476,58.97414877294527,255.137974031864,8.692023442165776e-14
0.83,2.05,0.001,0.83,63.548159765064504,258.8288842113248,63.548159765064504,250.90640225501065,-1.8349827266794416e-13
0.84,2.05,0.001,0.84,68.46066474596343,255.62282455584352,68.46066474596343,246.28472509769733,-1.6418266501868687e-13
0.85,2.05,0.001,0.85,72.71432661166308,253.28027559098476,72.71432661166308,242.61806344305361,8.692023442165776e-14
0.86,2.05,0.001,0.86,76.7313916082749,251.1834809587392,76.7313916082749,239.17657629543672,8.692023442165776e-14
0.87,2.05,0.001,0.87,80.58382496674938,249.40780756388037,80.58382496674938,236.03072178754587,-3.8631215298514557e-14
0.88,2.05,0.001,0.88,85.33099435676061,246.83724979541026,85.33099435676061,231.61875849906517,3.8631215298514557e-14
0.89,2.05,0.001,0.89,90.27711386335322,244.46885025234985,90.27711386335322,227.18948359510173,-1.2555144972017232e-13
0.9,2.05,0.001,0.9,94.55320944562955,242.9650265553214,94.55320944562955,223.81173944312872,-8.692023442165776e-14
0.91,2.05,0.001,0.91,98.59945500970939,241.89997270329494,98.59945500970939,220.89306070051893,-1.9315607649257278e-13
0.92,2.05,0.001,0.92,102.48013525237054,241.31909624328307,102.48013525237054,218.4782096464788,-9.657803824628639e-15
0.93,2.05,0.001,0.93,107.32033760288331,241.09442429620552,107.32033760288331,215.89086725362404,-2.0281388031720143e-13
0.94,2.05,0.006331127698490091,0.94,112.24623821519974,241.71272079694876,112.24623821519974,214.0696648327369,-9.657803824628639e-14
0.95,2.05,0.0163311276984901,0.95,117.24530128691896,244.40320165331303,117.24530128691896,214.4445483208412,-3.8631215298514557e-14
0.96,2.05,0.02633112769849011,0.96,137.28961265330386,278.56947033415327,137.28961265330386,242.38917479903353,-3.8631215298514557e-14
0.97,2.05,0.03633112769849012,0.97,157.39258096750746,314.26848475854285,157.39258096750746,272.0151759899015,-1.448670573694296e-13
0.98,2.05,0.04633112769849013,0.98,173.02372536244386,341.46565576343056,173.02372536244386,294.3833971671148,-1.7384046884331552e-13
0.99,2.05,0.056331127698490135,0.99,185.8226701068835,363.5327462487908,185.8226701068835,312.45158484081344,-1.9315607649257278e-13
0.2,2.1,0.001,0.2,-178.21271721135162,427.0488210178012,-178.21271721135162,388.0862313414904,-1.5452486119405823e-13
0.21,2.1,0.001,0.21,-175.1931744463118,424.8571586520192,-175.1931744463118,387.0542040661634,-1.9315607649257278e-14
0.22,2.1,0.001,0.22,-172.37018361390807,422.87689800327274,-172.37018361390807,386.1520305084229,-5.794682294777183e-14
0.23,2.1,0.001,0.23,-168.93664573752463,420.1876797903494,-168.93664573752463,384.73119963755386,1.7384046884331552e-13
0.24,2.1,0.001,0.24,-164.94184420007514,417.01104035631323,-164.94184420007514,383.00443314788527,-1.5452486119405823e-13
0.25,2.1,0.001,0.25,-161.59764486791474,414.57652834629647,-161.59764486791474,381.78514773208616,-9.657803824628639e-14
0.26,2.1,0.001,0.26,-158.50584423715824,412.35053078464136,-158.50584423715824,380.66896062200976,3.8631215298514557e-14
0.27,2.1,0.001,0.27,-155.58222870631255,410.33303601417447,-155.58222870631255,379.69378524725215,-1.1589364589554367e-13
0.28,2.1,0.001,0.28,-151.70355848222783,407.29000300451304,-151.70355848222783,377.9830378353578,1.3520925354480096e-13
0.29,2.1,0.001,0.29,-147.61577288889205,404.1877163536106,-147.61577288889205,376.2675825068668,0.0
0.3,2.1,0.001,0.3,-144.1428708574656,401.7547264414392,-144.1428708574656,375.0062572798,7.726243059702911e-14
0.31,2.1,0.001,0.31,-140.88253529188194,399.50576708127187,-140.88253529188194,373.8408340202112,-5.794682294777183e-14
0.32,2.1,0.001,0.32,-137.77125625638206,397.45217078081146,-137.77125625638206,372.8100173116565,1.5452486119405823e-13
0.33,2.1,0.001,0.33,-133.45034688384223,394.083617102977,-133.45034688384223,370.80035354021436,1.7384046884331552e-13
0.34,2.1,0.001,0.34,-129.31886270715137,391.1023319592784,-129.31886270715137,369.1038685954328,1.9315607649257278e-13
0.35,2.1,0.001,0.35,-125.72461402709142,388.67400317244994,-125.72461402709142,367.7781969745304,-5.794682294777183e-14
0.36,2.1,0.001,0.36,-122.34061118597192,386.43495133810376,-122.34061118597192,366.5579715001782,3.8631215298514557e-14
0.37,2.1,0.001,0.37,-119.08501513408726,384.36453633745947,-119.08501513408726,365.45157813918985,1.7384046884331552e-13
0.38,2.1,0.001,0.38,-114.36169632338638,380.66570000635795,-114.36169632338638,363.0809518211717,-1.5452486119405823e-13
0.39,2.1,0.001,0.39,-110.24709142558375,377.7983667631984,-110.24709142558375,361.35465233083573,1.9315607649257278e-14
0.4,2.1,0.001,0.4,-106.59799761478259,375.3686941552981,-106.59799761478259,359.9146057836116,9.657803824628639e-15
0.41,2.1,0.001,0.41,-103.14507908810448,373.1322401106535,-103.14507908810448,358.59275127908415,7.726243059702911e-14
0.42,2.1,0.001,0.42,-99.6141616981943,370.83066027884075,-99.6141616981943,357.20078022312185,-9.657803824628639e-15
0.43,2.1,0.001,0.43,-94.73230584391762,367.04637722742865,-94.73230584391762,354.61081944192614,1.7384046884331552e-13
0.44,2.1,0.001,0.44,-90.60560837895898,364.23625323391514,-90.60560837895898,352.78700642194786,-1.6418266501868687e-13
0.45,2.1,0.001,0.45,-86.87982600046051,361.77692383121934,-86.87982600046051,351.19003182167575,9.657803824628639e-14
0.46,2.1,0.001,0.46,-83.3476430384129,359.52710690703407,-83.3476430384129,349.73262787575766,1.3520925354480096e-13
0.47,2.1,0.001,0.47,-79.43311127862117,356.8288186210573,-79.43311127862117,347.87524578661464,1.3520925354480096e-13
0.48,2.1,0.001,0.48,-74.56972442066541,353.12871442735,-74.56972442066541,345.1655329735849,1.5452486119405823e-13
0.49,2.1,0.001,0.49,-70.43163032180276,350.33721903173375,-70.43163032180276,343.18442926377344,1.2555144972017232e-13
0.5,2.1,0.001,0.5,-66.65505792579995,347.8318331383203,-66.65505792579995,341.385540697424,1.1589364589554367e-13
0.51,2.1,0.001,0.51,-63.08780045943431,345.5624480444431,-63.08780045943431,339.754815906499,-1.2555144972017232e-13
0.52,2.1,0.001,0.52,-58.840787663073804,342.44831234706453,-58.840787663073804,337.35531467066255,6.760462677240048e-14
0.53,2.1,0.001,0.53,-54.06724383144094,338.83228588285766,-54.06724383144094,334.49073395398284,1.6418266501868687e-13
0.54,2.1,0.001,0.54,-49.9961934594698,336.05865550807744,-49.9961934594698,332.3188236941446,1.3520925354480096e-13
0.55,2.1,0.001,0.55,-46.21437819282162,333.511091186756,-46.21437819282162,330.2936257223737,-1.2555144972017232e-13
0.56,2.1,0.001,0.56,-42.643943035449404,331.2082674620553,-42.643943035449404,328.4515345642424,-1.6418266501868687e-13
0.57,2.1,0.001,0.57,-38.124797313214124,327.70249215516566,-38.124797313214124,325.47722377231366,-1.8349827266794416e-13
0.58,2.1,0.001,0.58,-33.46626123898564,324.1811199543846,-33.46626123898564,322.4490779852891,1.2555144972017232e-13
0.59,2.1,0.001,0.59,-29.456769052920723,321.4229833170528,-29.456769052920723,320.0703562678014,-1.0623584207091504e-13
0.6,2.1,0.001,0.6,-25.698141322855808,318.8797749039316,-25.698141322855808,317.8425968546894,5.794682294777183e-14
0.61,2.1,0.001,0.61,-22.11996392696069,316.5728652442838,-22.11996392696069,315.7991231856818,-2.3178729179108734e-13
0.62,2.1,0.001,0.62,-17.32875853739433,312.74158623860217,-17.32875853739433,312.2611309314524,-9.657803824628639e-14
0.63,2.1,0.001,0.63,-12.798967486565338,309.429331562346,-12.798967486565338,309.1645155291889,-1.9315607649257278e-13
0.64,2.1,0.001,0.64,-8.834436454650286,306.75559707031135,-8.834436454650286,306.6283565922955,1.3520925354480096e-13
0.65,2.1,0.001,0.65,-5.109909156313982,304.3141104944663,-5.109909156313982,304.2712057925503,-1.448670573694296e-13
0.66,2.1,0.001,0.66,-1.5241579642140988,302.0799548622228,-1.5241579642140988,302.07610973405804,-9.657803824628639e-14
0.67,2.1,0.001,0.67,3.5412914993540947,297.9912410838162,3.5412914993540947,297.97019820309157,-1.448670573694296e-13
0.68,2.1,0.001,0.68,7.947372495624816,294.91804066455734,7.947372495624816,294.8109393829159,1.2555144972017232e-13
0.69,2.1,0.001,0.69,11.871613970124555,292.3377333971254,11.871613970124555,292.0965853095738,-1.6418266501868687e-13
0.7,2.1,0.001,0.7,15.576142905606861,289.99148781130555,15.576142905606861,289.5728695427089,1.3038035163248663e-13
0.71,2.1,0.001,0.71,19.36313692339997,287.5644598378651,19.36313692339997,286.91181134684706,-9.657803824628639e-15
0.72,2.1,0.001,0.72,24.469942829822987,283.54122713979456,24.469942829822987,282.48336125486355,1.9315607649257278e-14
0.73,2.1,0.001,0.73,28.80927097957982,280.6382722057295,28.80927097957982,279.15562994903445,-1.448670573694296e-13
0.74,2.1,0.001,0.74,32.731640100141696,278.13222739543806,32.731640100141696,276.1995214556,-1.5935376310637256e-13
0.75,2.1,0.001,0.75,36.448581056182555,275.8826723445497,36.448581056182555,273.46434838742886,-2.221294879664587e-13
0.76,2.1,0.001,0.76,40.56458375620626,273.1498573582267,40.56458375620626,270.1210082898132,-6.760462677240048e-14
0.77,2.1,0.001,0.77,45.59534309032446,269.418713806183,45.59534309032446,265.53249902310176,-1.9315607649257278e-13
0.78,2.1,0.001,0.78,49.89570471529598,266.71807354946,49.89570471529598,262.0094452665765,-1.6418266501868687e-13
0.79,2.1,0.001,0.79,53.84888962363935,264.34920131400884,53.84888962363935,258.8064862434005,-2.221294879664587e-13
0.8,2.1,0.001,0.8,57.60041113291338,262.2722651854906,57.60041113291338,255.86897764841993,0.0
0.81,2.1,0.001,0.81,62.06399879390842,259.3462078126827,62.06399879390842,251.8104754781439,1.9315607649257278e-13
0.82,2.1,0.001,0.82,67.06997460189815,255.99906751801947,67.06997460189815,247.05695917540194,-2.0281388031720143e-13
0.83,2.1,0.001,0.83,71.41472093474624,253.56604965971408,71.41472093474624,243.30162180685295,-2.1247168414183007e-13
0.84,2.1,0.001,0.84,75.51417800202228,251.40402048726395,75.51417800202228,239.79489243484636,1.7384046884331552e-13
0.85,2.1,0.001,0.85,79.42628633302562,249.57396909453422,79.42628633302562,236.59803695074,1.2555144972017232e-13
0.86,2.1,0.001,0.86,84.29058679359423,246.90546323451184,84.29058679359423,232.07198183546507,-1.3520925354480096e-13
0.87,2.1,0.001,0.87,89.2882450695341,244.53497470840333,89.2882450695341,227.65096781705603,-1.8349827266794416e-13
0.88,2.1,0.001,0.88,93.65685693135966,243.00967137273813,93.65685693135966,224.23669086575686,-1.5452486119405823e-13
0.89,2.1,0.001,0.89,97.78282326641289,241.94293403091447,97.78282326641289,221.30274015822056,3.8631215298514557e-14
0.9,2.1,0.001,0.9,101.72863864576095,241.37627606957795,101.72863864576095,218.89218973845846,1.8349827266794416e-13
0.91,2.1,0.001,0.91,106.88330922218768,241.20185927830562,106.88330922218768,216.2274153039474,-2.897341147388592e-14
0.92,2.1,0.008561338943764318,0.92,111.76820803827209,241.94198485558132,111.76820803827209,214.57817155473165,6.760462677240048e-14
0.93,2.1,0.018561338943764327,0.93,117.89569972023862,246.7251749256053,117.89569972023862,216.73466711522147,1.3520925354480096e-13
0.94,2.1,0.028561338943764225,0.94,141.2349923883946,287.9089952386321,141.2349923883946,250.8869595343066,1.3520925354480096e-13
0.95,2.1,0.038561338943764234,0.95,160.076917726433,321.0764028851803,160.076917726433,278.326134060191,-1.5452486119405823e-13
0.96,2.1,0.04856133894376424,0.96,174.97482840124388,346.83515964117674,174.97482840124388,299.46358274300366,9.657803824628639e-14
0.97,2.1,0.05856133894376425,0.97,187.28579958540718,367.98264610053485,187.28579958540718,316.757410497065,-2.3178729179108734e-13
0.98,2.1,0.06856133894376426,0.98,197.65150466938508,385.7689900720288,197.65150466938508,331.2877848685657,7.726243059702911e-14
0.99,2.1,0.07856133894376427,0.99,206.2740929922044,400.41588405675685,206.2740929922044,343.19655995536664,1.5452486119405823e-13
0.2,2.15,0.001,0.2,-177.14526274934752,426.2355581274408,-177.14526274934752,387.680676456379,1.9315607649257278e-14
0.21,2.15,0.001,0.21,-174.13045479277318,424.0711880135793,-174.13045479277318,386.671640047354,-3.8631215298514557e-14
0.22,2.15,0.001,0.22,-171.29445481165402,422.09446795709067,-171.29445481165402,385.77448027410725,1.3520925354480096e-13
0.23,2.15,0.001,0.23,-167.07428243769505,418.5907525075897,-167.07428243769505,383.8025563135289,-7.726243059702911e-14
0.24,2.15,0.001,0.24,-163.38491356723918,415.81714776433404,-163.38491356723918,382.37320825796854,1.9315607649257278e-13
0.25,2.15,0.001,0.25,-160.12987444627487,413.4655812630371,-160.12987444627487,381.19838693126894,5.794682294777183e-14
0.26,2.15,0.001,0.26,-157.0878603812065,411.31947297492104,-157.0878603812065,380.1409119908319,-3.8631215298514557e-14
0.27,2.15,0.001,0.27,-153.83974371581246,408.9570036193175,-153.83974371581246,378.91841346488246,5.794682294777183e-14
0.28,2.15,0.001,0.28,-149.39632717646478,405.40938221637003,-149.39632717646478,376.8786338003808,1.7384046884331552e-13
0.29,2.15,0.001,0.29,-145.65605783460154,402.7438466800364,-145.65605783460154,375.4822483882771,-1.9315607649257278e-13
0.3,2.15,0.001,0.3,-142.27027188391912,400.38182033522236,-142.27027188391912,374.25228361764476,1.7384046884331552e-13
0.31,2.15,0.001,0.31,-139.0904975970111,398.2482631544539,-139.0904975970111,373.16954937903904,-1.9315607649257278e-14
0.32,2.15,0.001,0.32,-135.19066130695185,395.3226772314463,-135.19066130695185,371.48822892364615,1.7384046884331552e-13
0.33,2.15,0.001,0.33,-130.7704364391833,392.00861307941574,-130.7704364391833,369.553576199653,5.794682294777183e-14
0.34,2.15,0.001,0.34,-126.98589875366307,389.4342457305057,-126.98589875366307,368.1489009428282,-7.726243059702911e-14
0.35,2.15,0.001,0.35,-123.47566477123732,387.0766050838448,-123.47566477123732,366.8542740824151,-1.5452486119405823e-13
0.36,2.15,0.001,0.36,-120.16154694903179,384.9394590105601,-120.16154694903179,365.70423806425634,3.8631215298514557e-14
0.37,2.15,0.001,0.37,-115.66916677380355,381.490345397428,-115.66916677380355,363.5320171447117,1.3520925354480096e-13
0.38,2.15,0.001,0.38,-111.32645016656916,378.3955932037727,-111.32645016656916,361.6485123007496,-1.9315607649257278e-13
0.39,2.15,0.001,0.39,-107.52805658828251,375.862300146066,-107.52805658828251,360.15300320480253,-1.6418266501868687e-13
0.4,2.15,0.001,0.4,-103.98053375539439,373.54233777839386,-103.98053375539439,358.77838105561904,1.2555144972017232e-13
0.41,2.15,0.001,0.41,-100.51573381266576,371.3202474724775,-100.51573381266576,357.4567294640335,1.1589364589554367e-13
0.42,2.15,0.001,0.42,-95.54399661364172,367.4303830345552,-95.54399661364172,354.79068630392806,-1.8349827266794416e-13
0.43,2.15,0.001,0.43,-91.29474586468102,364.52355627178173,-91.29474586468102,352.90606746630203,7.726243059702911e-14
0.44,2.15,0.001,0.44,-87.46185673957262,361.9925596009772,-87.46185673957262,351.2677565933622,9.657803824628639e-15
0.45,2.15,0.001,0.45,-83.8596150947475,359.6888431675138,-83.8596150947475,349.776541316517,0.0
0.46,2.15,0.001,0.46,-79.83543055813807,356.8634836193688,-79.83543055813807,347.8187027296667,4.8289019123143196e-14
0.47,2.15,0.001,0.47,-74.93649810608674,353.1603888474805,-74.93649810608674,345.11850356435554,-2.897341147388592e-14
0.48,2.15,0.001,0.48,-70.72582784634689,350.3305312623986,-70.72582784634689,343.1170913989033,6.760462677240048e-14
0.49,2.15,0.001,0.49,-66.8662839375612,347.7763661792613,-66.8662839375612,341.2877099240947,-8.692023442165776e-14
0.5,2.15,0.001,0.5,-63.23983664171248,345.46666933497994,-63.23983664171248,339.6291251982578,1.5452486119405823e-13
0.51,2.15,0.001,0.51,-58.70425236269528,342.0204026923349,-58.70425236269528,336.94475305658625,0.0
0.52,2.15,0.001,0.52,-53.96268214984679,338.510221727597,-53.96268214984679,334.18138659904673,-1.1589364589554367e-13
0.53,2.15,0.001,0.53,-49.85113353457596,335.73170959747034,-49.85113353457596,332.0100078530134,1.8349827266794416e-13
0.54,2.15,0.001,0.54,-46.02878848247699,333.1787198492447,-46.02878848247699,329.9839541420414,-1.5452486119405823e-13
0.55,2.15,0.001,0.55,-42.40739910633475,330.849300069867,-42.40739910633475,328.12020946256416,2.0281388031720143e-13
0.56,2.15,0.001,0.56,-37.41476504888768,326.7987002276477,-37.41476504888768,324.64985111165004,1.5452486119405823e-13
0.57,2.15,0.001,0.57,-32.88298344020941,323.51776728650026,-32.88298344020941,321.84228303644795,1.6418266501868687e-13
0.58,2.15,0.001,0.58,-28.857204044817454,320.76501135641945,-28.857204044817454,319.46432396309865,-5.794682294777183e-14
0.59,2.15,0.001,0.59,-25.094655633591167,318.2619743073116,-25.094655633591167,317.27108684627933,-9.657803824628639e-15
0.6,2.15,0.001,0.6,-21.22800690813194,315.60427022179897,-21.22800690813194,314.8895474685411,1.5452486119405823e-13
0.61,2.15,0.001,0.61,-16.127958950129514,311.50746613621084,-16.127958950129514,311.08968224405237,1.9315607649257278e-14
0.62,2.15,0.001,0.62,-11.768905368677874,308.47993571163005,-11.768905368677874,308.2553545408004,-8.692023442165776e-14
0.63,2.15,0.001,0.63,-7.813669824548693,305.82826252430414,-7.813669824548693,305.72842969293447,7.726243059702911e-14
0.64,2.15,0.001,0.64,-4.106757029077244,303.45770466965234,-4.106757029077244,303.4299145932682,1.2555144972017232e-13
0.65,2.15,0.001,0.65,0.22904845164775078,300.25560174333265,0.22904845164775078,300.2555143790994,1.3038035163248663e-13
0.66,2.15,0.001,0.66,5.135830241217366,296.5481419597207,5.135830241217366,296.503665656086,1.2555144972017232e-13
0.67,2.15,0.001,0.67,9.363348164493095,293.7363556386759,9.363348164493095,293.5870813490286,-1.6418266501868687e-13
0.68,2.15,0.001,0.68,13.274852713442096,291.18603629639864,13.274852713442096,290.8832859059523,1.9315607649257278e-14
0.69,2.15,0.001,0.69,16.96034842984278,288.9072014929434,16.96034842984278,288.4089417053891,-6.760462677240048e-14
0.7,2.15,0.001,0.7,21.753934692199767,285.2093558360445,21.753934692199767,284.3785206055812,2.1730058605414438e-13
0.71,2.15,0.001,0.71,26.473097668315148,281.8619369232804,26.473097668315148,280.61597706828303,2.0281388031720143e-13
0.72,2.15,0.001,0.72,30.619036430251594,279.19732234173694,30.619036430251594,277.51327790013704,1.2555144972017232e-13
0.73,2.15,0.001,0.73,34.496311619464336,276.7848569298002,34.496311619464336,274.6267676507568,4.8289019123143196e-15
0.74,2.15,0.001,0.74,38.21105864665723,274.5898400425352,38.21105864665723,271.91817749405203,-1.1589364589554367e-13
0.75,2.15,0.001,0.75,43.48264744803207,270.4712775089028,43.48264744803207,266.9531257135006,-1.9315607649257278e-14
0.76,2.15,0.001,0.76,48.030527834780585,267.5261855190028,48.030527834780585,263.1792703353748,0.0
0.77,2.15,0.001,0.77,52.13846522954014,265.0442423637164,52.13846522954014,259.8654091133803,1.0623584207091504e-13
0.78,2.15,0.001,0.78,55.996317853158914,262.8518694437036,55.996317853158914,256.81806333849994,5.794682294777183e-14
0.79,2.15,0.001,0.79,60.1959888814287,260.23330140066207,60.1959888814287,253.1754610551243,1.8349827266794416e-13
0.8,2.15,0.001,0.8,65.37290744488196,256.6267345078081,65.37290744488196,248.16056059806104,8.692023442165776e-14
0.81,2.15,0.001,0.81,69.85739170703427,254.04803749445904,69.85739170703427,244.2546830230201,4.8289019123143196e-14
0.82,2.15,0.001,0.82,73.99659145630703,251.8123371390247,73.99659145630703,240.69473942790316,-1.7384046884331552e-13
0.83,2.15,0.001,0.83,77.94316001638242,249.91223840332717,77.94316001638242,237.4468165935733,1.7384046884331552e-13
0.84,2.15,0.001,0.84,82.76194593797035,247.2701855157501,82.76194593797035,233.00859415385074,9.657803824628639e-14
0.85,2.15,0.001,0.85,87.90114315637385,244.78099215570558,87.90114315637385,228.4537658970284,-4.8289019123143196e-14
0.86,2.15,0.001,0.86,92.38616284050367,243.18401519933354,92.38616284050367,224.95168851128375,4.8289019123143196e-14
0.87,2.15,0.001,0.87,96.58859158592102,242.07190241687138,96.58859158592102,221.96722711961652,2.1247168414183007e-13
0.88,2.15,0.001,0.88,100.59987624440737,241.47622186079587,100.59987624440737,219.52318926203267,-2.3178729179108734e-13
0.89,2.15,0.001,0.89,105.92236785587416,241.2980017049658,105.92236785587416,216.80677483559995,-1.1589364589554367e-13
0.9,2.15,0.009757586875304591,0.9,110.86939050500352,242.0722398633959,110.86939050500352,215.19049133623568,-2.897341147388592e-14
0.91,2.15,0.0197575868753046,0.91,118.09322117857342,248.819586605052,118.09322117857342,219.0095381255746,1.6418266501868687e-13
0.92,2.15,0.02975758687530461,0.92,142.62513585650146,292.59827772758206,142.62513585650146,255.4835077868271,9.657803824628639e-14
0.93,2.15,0.03975758687530462,0.93,160.8755614377352,324.5322944467163,160.8755614377352,281.85149258243007,-7.726243059702911e-14
0.94,2.15,0.049757586875304516,0.94,175.45248142154048,349.58034033108316,175.45248142154048,302.3621026336137,1.5452486119405823e-13
0.95,2.15,0.059757586875304525,0.95,187.5631376154369,370.27053727404075,187.5631376154369,319.2496518103966,1.5452486119405823e-13
0.96,2.15,0.06975758687530453,0.96,197.74735875760828,387.7028781541834,197.74735875760828,333.4808897574602,9.657803824628639e-14
0.97,2.15,0.07975758687530454,0.97,206.16039080850416,401.9259762697558,206.16039080850416,345.0251927933396,-2.1247168414183007e-13
0.98,2.15,0.08975758687530455,0.98,212.07887211065034,411.2114996804365,212.07887211065034,352.30306480884906,-5.794682294777183e-14
0.99,2.15,0.09975758687530456,0.99,215.24550443786538,414.9339050755787,215.24550443786538,354.7386621169987,3.8631215298514557e-14
0.2,2.2,0.001,0.2,-176.06246763446333,425.41485571466785,-176.06246763446333,387.2722646319967,1.5452486119405823e-13
0.21,2.2,0.001,0.21,-173.08540740755942,423.3078712217105,-173.08540740755942,386.30427849147037,1.9315607649257278e-13
0.22,2.2,0.001,0.22,-169.63033899172262,420.6361004804798,-169.63033899172262,384.9159351351637,-1.9315607649257278e-13
0.23,2.2,0.001,0.23,-165.46177022503073,417.30726335877154,-165.46177022503073,383.1027990578852,1.9315607649257278e-14
0.24,2.2,0.001,0.24,-161.9453884969989,414.74727841854497,-161.9453884969989,381.8232524351367,-1.1589364589554367e-13
0.25,2.2,0.001,0.25,-158.73197794414983,412.4274750599282,-158.73197794414983,380.6580898421124,3.8631215298514557e-14
0.26,2.2,0.001,0.26,-155.7178292278705,410.32987385881876,-155.7178292278705,379.63477585905366,0.0
0.27,2.2,0.001,0.27,-151.52221227348195,406.9559914983051,-151.52221227348195,377.6959070523779,-1.3520925354480096e-13
0.28,2.2,0.001,0.28,-147.4389766207195,403.91889788344844,-147.4389766207195,376.04816744722285,7.726243059702911e-14
