trajectory_id,split,amplitude,phase,v0,t,u,v,dv
test_interp_2,test_interp,0.62,2.55,0,6.54,0.254357019307853,-0.3711595324162894,0.3598174510780694
test_interp_2,test_interp,0.62,2.55,0,6.56,0.2645379823830362,-0.3638966253746698,0.3664811270904998
test_interp_2,test_interp,0.62,2.55,0,6.58,0.274769284991807,-0.3564999859110637,0.3731900158397159
test_interp_2,test_interp,0.62,2.55,0,6.6,0.2850439893799268,-0.3489687504809278,0.3799400432651221
test_interp_2,test_interp,0.62,2.55,0,6.62,0.2953550166104766,-0.3413021371874255,0.386727119452258
test_interp_2,test_interp,0.62,2.55,0,6.64,0.3056951534073279,-0.3334994460509735,0.3935471433753742
test_interp_2,test_interp,0.62,2.55,0,6.66,0.3160570591648753,-0.3255600591845831,0.40039600757459
test_interp_2,test_interp,0.62,2.55,0,6.68,0.3264332731165814,-0.3174834408763471,0.4072696027635659
test_interp_2,test_interp,0.62,2.55,0,6.7,0.3368162216546975,-0.3092691375804993,0.4141638223640197
test_interp_2,test_interp,0.62,2.55,0,6.72,0.347198225793352,-0.3009167778185428,0.4210745669638172
test_interp_2,test_interp,0.62,2.55,0,6.74,0.3575715087670535,-0.2924260719920037,0.4279977486957837
test_interp_2,test_interp,0.62,2.55,0,6.76,0.3679282037564789,-0.2837968121084244,0.4349292955347502
test_interp_2,test_interp,0.62,2.55,0,6.78,0.378260361733302,-0.2750288714222497,0.4418651555107699
test_interp_2,test_interp,0.62,2.55,0,6.8,0.3885599594156574,-0.2661222039923015,0.4488013008367875
test_interp_2,test_interp,0.62,2.55,0,6.82,0.3988189073257321,-0.257076844157568,0.4557337319494456
test_interp_2,test_interp,0.62,2.55,0,6.84,0.4090290579408457,-0.2478929059330523,0.4626584814620531
test_interp_2,test_interp,0.62,2.55,0,6.86,0.419182213929285,-0.2385705823274467,0.4695716180291121
test_interp_2,test_interp,0.62,2.55,0,6.88,0.4292701364620503,-0.2291101445844026,0.4764692501221197
test_interp_2,test_interp,0.62,2.55,0,6.9,0.4392845535915986,-0.2195119413491717,0.4833475297167176
test_interp_2,test_interp,0.62,2.55,0,6.92,0.4492171686885734,-0.2097763977623879,0.4902026558915544
test_interp_2,test_interp,0.62,2.55,0,6.94,0.4590596689274644,-0.1999040144827489,0.4970308783395598
test_interp_2,test_interp,0.62,2.55,0,6.96,0.4688037338120576,-0.1898953666403411,0.5038285007925932
test_interp_2,test_interp,0.62,2.55,0,6.98,0.4784410437315152,-0.1797511027223269,0.5105918843607423
test_interp_2,test_interp,0.62,2.55,0,7,0.4879632885378611,-0.1694719433926869,0.5173174507877878
test_interp_2,test_interp,0.62,2.55,0,7.02,0.4973621761356416,-0.1590586802476772,0.5240016856246288
test_interp_2,test_interp,0.62,2.55,0,7.04,0.5066294410744944,-0.1485121745086208,0.5306411413226875
test_interp_2,test_interp,0.62,2.55,0,7.06,0.5157568531353727,-0.1378333556536138,0.5372324402495664
test_interp_2,test_interp,0.62,2.55,0,7.08,0.5247362259011422,-0.1270232199896743,0.543772277629416
test_interp_2,test_interp,0.62,2.55,0,7.1,0.5335594253023233,-0.1160828291668148,0.550257424410723
test_interp_2,test_interp,0.62,2.55,0,7.12,0.5422183781287228,-0.1050133086354618,0.5566847300643715
