model,split,record,filename,temperature_c,amplitude_token,n_score,init_method,s0,soc_min,soc_max,r0_min_ohm,r0_max_ohm,r0_negative_fraction,stable_fraction,rmse_mv,mae_mv,max_abs_mv,bias_mv,nrmse
BATT3c_OCV_discharge_only,test_high_amplitude,A002_50_+25C,DYNdata/A002_DYN/A002_DYN_50_P25.mat,25,50,39460,prefix_output_error,0.98,0.15983632560968197,0.98,0.0,0.0,0.0,1.0,27.184160313577383,15.758196112735444,261.43831964685836,1.2238888393901661,0.6031502289921341
BATT3c_OCV_discharge_only,test_cell_transfer,A003_25_+25C,DYNdata/A002_DYN/A003_DYN_25_P25.mat,25,25,47086,prefix_output_error,0.98,0.2143915247127619,0.98,0.0,0.0,0.0,1.0,436.6435772917556,243.88625112359298,1319.0429218692973,234.23270696471732,1.0957341973558385
BATT3c_constant_ohmic,validation_temperature,A002_05_-15C,DYNdata/A002_DYN/A002_DYN_05_N15.mat,-15,5,37360,prefix_output_error,0.98,0.10180357360222536,0.98,0.031193116517605556,0.031193116517605556,0.0,1.0,96.31003471837874,64.79456628893341,441.08500423123866,29.730998074326614,0.5197251152704492
BATT3c_constant_ohmic,train,A002_05_-25C,DYNdata/A002_DYN/A002_DYN_05_N25.mat,-25,5,39005,training_fit,0.8653220985036785,0.013054066537824704,0.8653220985036785,0.031193116517605556,0.031193116517605556,0.0,1.0,129.72423589408126,105.61522071145663,423.3825962570439,27.9700907637582,0.36895858593148734
BATT3c_constant_ohmic,validation_temperature,A002_05_+35C,DYNdata/A002_DYN/A002_DYN_05_P35.mat,35,5,37360,prefix_output_error,0.98,0.10327855413367737,0.98,0.031193116517605556,0.031193116517605556,0.0,1.0,17.42626822037971,12.559851249797271,273.80810755152976,-11.806319201408643,0.4738035873394748
BATT3c_constant_ohmic,train,A002_10_-5C,DYNdata/A002_DYN/A002_DYN_10_N05.mat,-5,10,37360,training_fit,0.9565248981530826,0.07539437081079015,0.9565248981530826,0.031193116517605556,0.031193116517605556,0.0,1.0,26.34031100942538,18.131068571720412,275.55807794359043,1.6756455945838762,0.42640543676957854
BATT3c_constant_ohmic,validation_temperature,A002_10_-15C,DYNdata/A002_DYN/A002_DYN_10_N15.mat,-15,10,37360,prefix_output_error,0.98,0.1039873313569255,0.98,0.031193116517605556,0.031193116517605556,0.0,1.0,85.23449615190451,58.66404152330659,400.1985801032117,18.41702542615489,0.49722019630602166
BATT3c_constant_ohmic,train,A002_10_+5C,DYNdata/A002_DYN/A002_DYN_10_P05.mat,5,10,37360,training_fit,0.9813325308948343,0.10694474613216831,0.9813325308948343,0.031193116517605556,0.031193116517605556,0.0,1.0,12.65373826105405,8.497145722516281,245.34403684954543,-0.7456212338393835,0.31389736556855036
BATT3c_constant_ohmic,train,A002_10_+15C,DYNdata/A002_DYN/A002_DYN_10_P15.mat,15,10,37360,training_fit,0.984891256216878,0.1040390583862183,0.984891256216878,0.031193116517605556,0.031193116517605556,0.0,1.0,11.778435897800899,6.753566462464782,269.16604518173995,-3.261837987195888,0.30630343288971984
BATT3c_constant_ohmic,train,A002_10_+45C,DYNdata/A002_DYN/A002_DYN_10_P45.mat,45,10,37360,training_fit,0.9899999998014638,0.11181460628618312,0.9899999998014638,0.031193116517605556,0.031193116517605556,0.0,1.0,14.702761539741068,8.619424081350298,280.43247322471433,-7.23286330283623,0.37874071392284964
BATT3c_constant_ohmic,train,A002_15_-5C,DYNdata/A002_DYN/A002_DYN_15_N05.mat,-5,15,37360,training_fit,0.9541910891947789,0.07958928246439168,0.9541910891947789,0.031193116517605556,0.031193116517605556,0.0,1.0,28.65624050512516,19.778871488490662,274.38888383567627,2.6134840630715983,0.4449300594294689
BATT3c_constant_ohmic,validation_temperature,A002_15_-15C,DYNdata/A002_DYN/A002_DYN_15_N15.mat,-15,15,37360,prefix_output_error,0.98,0.10636804492140428,0.98,0.031193116517605556,0.031193116517605556,0.0,1.0,86.85939048844901,61.818157744807316,418.4907582249431,15.975874102280182,0.5086608192423643
BATT3c_constant_ohmic,validation_temperature,A002_20_-15C,DYNdata/A002_DYN/A002_DYN_20_N15.mat,-15,20,37360,prefix_output_error,0.98,0.10588108887532754,0.98,0.031193116517605556,0.031193116517605556,0.0,1.0,89.39497329813743,64.06391486511151,442.72574662536226,10.530991934424327,0.5141815228863503
BATT3c_constant_ohmic,train,A002_20_+25C,DYNdata/A002_DYN/A002_DYN_20_P25.mat,25,20,37360,training_fit,0.9899999999405822,0.11254176556495177,0.9899999999405822,0.031193116517605556,0.031193116517605556,0.0,1.0,19.507187854977406,12.34132073176156,255.19177092277266,-7.239010100757166,0.5172869128146725
BATT3c_constant_ohmic,test_high_amplitude,A002_50_+25C,DYNdata/A002_DYN/A002_DYN_50_P25.mat,25,50,39460,prefix_output_error,0.98,0.15983632560968197,0.98,0.031193116517605556,0.031193116517605556,0.0,1.0,41.62984728742219,22.89408601161979,273.56976105273924,-4.640403157634785,0.9236647972450087
BATT3c_constant_ohmic,test_cell_transfer,A003_25_+25C,DYNdata/A002_DYN/A003_DYN_25_P25.mat,25,25,47086,prefix_output_error,0.98,0.2143915247127619,0.98,0.031193116517605556,0.031193116517605556,0.0,1.0,436.2182971136297,244.36958470037442,1283.262758340078,229.66256028385905,1.0946669790137746
BATT3c_constant_ecm,validation_temperature,A002_05_-15C,DYNdata/A002_DYN/A002_DYN_05_N15.mat,-15,5,37360,prefix_output_error,0.98,0.10180357360222536,0.98,0.028098750611024906,0.028098750611024906,0.0,1.0,94.44750657392306,63.48915304441557,440.94144425850334,26.655969041338853,0.5096742139557292
BATT3c_constant_ecm,train,A002_05_-25C,DYNdata/A002_DYN/A002_DYN_05_N25.mat,-25,5,39005,training_fit,0.8670318021803926,0.014763770214538785,0.8670318021803926,0.028098750611024906,0.028098750611024906,0.0,1.0,128.57021904374346,104.36041151223807,432.16758717531746,28.204342346882772,0.365676358656783
BATT3c_constant_ecm,validation_temperature,A002_05_+35C,DYNdata/A002_DYN/A002_DYN_05_P35.mat,35,5,37360,prefix_output_error,0.98,0.10327855413367737,0.98,0.028098750611024906,0.028098750611024906,0.0,1.0,18.374441669574434,15.10459293435573,187.40597619598765,-14.891211342809985,0.4995835177277328
BATT3c_constant_ecm,train,A002_10_-5C,DYNdata/A002_DYN/A002_DYN_10_N05.mat,-5,10,37360,training_fit,0.9628561945372605,0.08172566719496799,0.9628561945372605,0.028098750611024906,0.028098750611024906,0.0,1.0,24.662250480702735,17.027762194690922,195.49019716114202,0.639007764804947,0.399240452558886
BATT3c_constant_ecm,validation_temperature,A002_10_-15C,DYNdata/A002_DYN/A002_DYN_10_N15.mat,-15,10,37360,prefix_output_error,0.98,0.1039873313569255,0.98,0.028098750611024906,0.028098750611024906,0.0,1.0,83.64984744103963,57.61317690119436,400.720979812208,15.42148124455663,0.48797605949915773
BATT3c_constant_ecm,train,A002_10_+5C,DYNdata/A002_DYN/A002_DYN_10_P05.mat,5,10,37360,training_fit,0.9845714942062589,0.1101837094435929,0.9845714942062589,0.028098750611024906,0.028098750611024906,0.0,1.0,10.034776475751476,7.186167199324219,171.81159794863544,-3.2101029288520255,0.2489295917794072
BATT3c_constant_ecm,train,A002_10_+15C,DYNdata/A002_DYN/A002_DYN_10_P15.mat,15,10,37360,training_fit,0.9897886257563112,0.1089364279256515,0.9897886257563112,0.028098750611024906,0.028098750611024906,0.0,1.0,9.852752509387937,6.653000184820794,179.16676702807655,-5.3882146945160345,0.256225185009649
BATT3c_constant_ecm,train,A002_10_+45C,DYNdata/A002_DYN/A002_DYN_10_P45.mat,45,10,37360,training_fit,0.989999995785644,0.11181460227036333,0.989999995785644,0.028098750611024906,0.028098750611024906,0.0,1.0,14.780749871691683,10.77972630338143,184.93619590907872,-10.261980170419175,0.3807496804996923
BATT3c_constant_ecm,train,A002_15_-5C,DYNdata/A002_DYN/A002_DYN_15_N05.mat,-5,15,37360,training_fit,0.9641906204528478,0.08958881372246053,0.9641906204528478,0.028098750611024906,0.028098750611024906,0.0,1.0,27.574494151204537,18.775980086725742,194.8664526091908,2.5272052117761694,0.4281343646330271
BATT3c_constant_ecm,validation_temperature,A002_15_-15C,DYNdata/A002_DYN/A002_DYN_15_N15.mat,-15,15,37360,prefix_output_error,0.98,0.10636804492140428,0.98,0.028098750611024906,0.028098750611024906,0.0,1.0,85.61303209895863,61.11312816749788,421.6778420959404,12.990855224250852,0.5013619690443297
BATT3c_constant_ecm,validation_temperature,A002_20_-15C,DYNdata/A002_DYN/A002_DYN_20_N15.mat,-15,20,37360,prefix_output_error,0.98,0.10588108887532754,0.98,0.028098750611024906,0.028098750611024906,0.0,1.0,88.67056791383152,63.84736520620818,445.4817489887657,7.5174905293680645,0.5100148919232506
BATT3c_constant_ecm,train,A002_20_+25C,DYNdata/A002_DYN/A002_DYN_20_P25.mat,25,20,37360,training_fit,0.9899999991942102,0.1125417648185798,0.9899999991942102,0.028098750611024906,0.028098750611024906,0.0,1.0,18.159340235653293,12.767731453698191,169.34671193971872,-10.321785914117585,0.4815450140269969
BATT3c_constant_ecm,test_high_amplitude,A002_50_+25C,DYNdata/A002_DYN/A002_DYN_50_P25.mat,25,50,39460,prefix_output_error,0.98,0.15983632560968197,0.98,0.028098750611024906,0.028098750611024906,0.0,1.0,35.15674271056976,19.555094427838277,199.74196578876933,-7.322716353200869,0.78004239130045
BATT3c_constant_ecm,test_cell_transfer,A003_25_+25C,DYNdata/A002_DYN/A003_DYN_25_P25.mat,25,25,47086,prefix_output_error,0.98,0.2143915247127619,0.98,0.028098750611024906,0.028098750611024906,0.0,1.0,435.7990305199436,243.6041992792394,1286.7264768538835,227.5922895337066,1.0936148514470296
BATT4a_R0_slot_STLSQ_dense,validation_temperature,A002_05_-15C,DYNdata/A002_DYN/A002_DYN_05_N15.mat,-15,5,37360,prefix_output_error,0.98,0.10180357360222536,0.98,0.10531032306523294,0.2044966566300581,0.0,1.0,83.44714021066177,55.78539713824578,412.30638950483245,7.8568665573699255,0.4503121060208626
BATT4a_R0_slot_STLSQ_dense,train,A002_05_-25C,DYNdata/A002_DYN/A002_DYN_05_N25.mat,-25,5,39005,training_fit,0.8741834513412813,0.021915419375427514,0.8741834513412813,0.16536812300103598,0.29103118481477036,0.0,1.0,94.4245486535922,77.58596144911819,362.1736120785175,9.579297952655894,0.26856005516882636
BATT4a_R0_slot_STLSQ_dense,validation_temperature,A002_05_+35C,DYNdata/A002_DYN/A002_DYN_05_P35.mat,35,5,37360,prefix_output_error,0.98,0.10327855413367737,0.98,-0.044522627775021945,0.026244106669392198,0.5723501070663811,1.0,13.623969037213639,9.568288703435964,241.07267976905166,-5.517158286262986,0.3704227045056408
BATT4a_R0_slot_STLSQ_dense,train,A002_10_-5C,DYNdata/A002_DYN/A002_DYN_10_N05.mat,-5,10,37360,training_fit,0.9809658888340442,0.09983536149175176,0.9809658888340442,0.05887388052487662,0.1414249172037704,0.0,1.0,26.82814996801633,17.871899835715467,307.22632183787056,-1.6010683985367573,0.43430273092592897
BATT4a_R0_slot_STLSQ_dense,validation_temperature,A002_10_-15C,DYNdata/A002_DYN/A002_DYN_10_N15.mat,-15,10,37360,prefix_output_error,0.98,0.1039873313569255,0.98,0.10532469588804776,0.2042485665438175,0.0,1.0,73.103270271019,50.72963570157778,363.066840038933,-3.3902050191782376,0.4264520122227066
BATT4a_R0_slot_STLSQ_dense,train,A002_10_+5C,DYNdata/A002_DYN/A002_DYN_10_P05.mat,5,10,37360,training_fit,0.9853238256733535,0.11093604091068754,0.9853238256733535,0.013712727613893666,0.0907605795923716,0.0,1.0,13.434002190371661,8.634754995069324,245.34403684954543,-1.7074066077929322,0.33325313117773736
BATT4a_R0_slot_STLSQ_dense,train,A002_10_+15C,DYNdata/A002_DYN/A002_DYN_10_P15.mat,15,10,37360,training_fit,0.9824508977953745,0.10159869996471482,0.9824508977953745,-0.019453297957997537,0.056151271223194785,0.12168094218415418,1.0,12.851605428882516,7.421383320444143,253.5414695739746,0.07801420792470755,0.3342116810047623
BATT4a_R0_slot_STLSQ_dense,train,A002_10_+45C,DYNdata/A002_DYN/A002_DYN_10_P45.mat,45,10,37360,training_fit,0.9893107708541407,0.11112537733885997,0.9893107708541407,-0.0369319478929738,0.0396226349238082,0.4394271948608137,1.0,13.447484587290097,6.505756273019607,297.754693138236,-4.140234752093673,0.3464049865251684
BATT4a_R0_slot_STLSQ_dense,train,A002_15_-5C,DYNdata/A002_DYN/A002_DYN_15_N05.mat,-5,15,37360,training_fit,0.9800000088685364,0.10539820213814921,0.9800000088685364,0.04796472407867737,0.14080507810534354,0.0,1.0,30.334861451252046,20.33143848693643,299.3443463761616,0.9993945855890852,0.4709931055288415
BATT4a_R0_slot_STLSQ_dense,validation_temperature,A002_15_-15C,DYNdata/A002_DYN/A002_DYN_15_N15.mat,-15,15,37360,prefix_output_error,0.98,0.10636804492140428,0.98,0.09185122355548819,0.20397926843351957,0.0,1.0,75.25372833692066,54.07121958382206,374.72303838879964,-3.5432581864175763,0.4406964277741607
BATT4a_R0_slot_STLSQ_dense,validation_temperature,A002_20_-15C,DYNdata/A002_DYN/A002_DYN_20_N15.mat,-15,20,37360,prefix_output_error,0.98,0.10588108887532754,0.98,0.07047814730350967,0.2040350761588107,0.0,1.0,79.25804863269978,57.60913937440873,387.4643301749305,-6.784287458872876,0.45587601453885196
BATT4a_R0_slot_STLSQ_dense,train,A002_20_+25C,DYNdata/A002_DYN/A002_DYN_20_P25.mat,25,20,37360,training_fit,0.9878292492420055,0.11037101486637513,0.9878292492420055,-0.039325188067810435,0.04363496675679693,0.49826017130620986,1.0,16.64736551734886,10.89084365437083,224.39885139465332,-2.5578622345771027,0.44145083232843035
BATT4a_R0_slot_STLSQ_dense,test_high_amplitude,A002_50_+25C,DYNdata/A002_DYN/A002_DYN_50_P25.mat,25,50,39460,prefix_output_error,0.98,0.15983632560968197,0.98,-0.0388244538900704,0.35871844421119226,0.5393056259503295,1.0,281.1028184877777,58.86084974829603,3515.4658716599074,-38.80972388072232,6.236986075179797
BATT4a_R0_slot_STLSQ_dense,test_cell_transfer,A003_25_+25C,DYNdata/A002_DYN/A003_DYN_25_P25.mat,25,25,47086,prefix_output_error,0.98,0.2143915247127619,0.98,-0.0388244538900704,0.08753153629602191,0.4965594868963174,1.0,436.8409390673976,245.23039631123507,1308.5069854327228,231.57265108568436,1.096229466399215
BATT4a_R0_slot_STLSQ_t0.0001,validation_temperature,A002_05_-15C,DYNdata/A002_DYN/A002_DYN_05_N15.mat,-15,5,37360,prefix_output_error,0.98,0.10180357360222536,0.98,0.10531032306523294,0.2044966566300581,0.0,1.0,83.44714021066177,55.78539713824578,412.30638950483245,7.8568665573699255,0.4503121060208626
BATT4a_R0_slot_STLSQ_t0.0001,train,A002_05_-25C,DYNdata/A002_DYN/A002_DYN_05_N25.mat,-25,5,39005,training_fit,0.8741834513412813,0.021915419375427514,0.8741834513412813,0.16536812300103598,0.29103118481477036,0.0,1.0,94.4245486535922,77.58596144911819,362.1736120785175,9.579297952655894,0.26856005516882636
BATT4a_R0_slot_STLSQ_t0.0001,validation_temperature,A002_05_+35C,DYNdata/A002_DYN/A002_DYN_05_P35.mat,35,5,37360,prefix_output_error,0.98,0.10327855413367737,0.98,-0.044522627775021945,0.026244106669392198,0.5723501070663811,1.0,13.623969037213639,9.568288703435964,241.07267976905166,-5.517158286262986,0.3704227045056408
BATT4a_R0_slot_STLSQ_t0.0001,train,A002_10_-5C,DYNdata/A002_DYN/A002_DYN_10_N05.mat,-5,10,37360,training_fit,0.9809658888340442,0.09983536149175176,0.9809658888340442,0.05887388052487662,0.1414249172037704,0.0,1.0,26.82814996801633,17.871899835715467,307.22632183787056,-1.6010683985367573,0.43430273092592897
BATT4a_R0_slot_STLSQ_t0.0001,validation_temperature,A002_10_-15C,DYNdata/A002_DYN/A002_DYN_10_N15.mat,-15,10,37360,prefix_output_error,0.98,0.1039873313569255,0.98,0.10532469588804776,0.2042485665438175,0.0,1.0,73.103270271019,50.72963570157778,363.066840038933,-3.3902050191782376,0.4264520122227066
BATT4a_R0_slot_STLSQ_t0.0001,train,A002_10_+5C,DYNdata/A002_DYN/A002_DYN_10_P05.mat,5,10,37360,training_fit,0.9853238256733535,0.11093604091068754,0.9853238256733535,0.013712727613893666,0.0907605795923716,0.0,1.0,13.434002190371661,8.634754995069324,245.34403684954543,-1.7074066077929322,0.33325313117773736
BATT4a_R0_slot_STLSQ_t0.0001,train,A002_10_+15C,DYNdata/A002_DYN/A002_DYN_10_P15.mat,15,10,37360,training_fit,0.9824508977953745,0.10159869996471482,0.9824508977953745,-0.019453297957997537,0.056151271223194785,0.12168094218415418,1.0,12.851605428882516,7.421383320444143,253.5414695739746,0.07801420792470755,0.3342116810047623
BATT4a_R0_slot_STLSQ_t0.0001,train,A002_10_+45C,DYNdata/A002_DYN/A002_DYN_10_P45.mat,45,10,37360,training_fit,0.9893107708541407,0.11112537733885997,0.9893107708541407,-0.0369319478929738,0.0396226349238082,0.4394271948608137,1.0,13.447484587290097,6.505756273019607,297.754693138236,-4.140234752093673,0.3464049865251684
BATT4a_R0_slot_STLSQ_t0.0001,train,A002_15_-5C,DYNdata/A002_DYN/A002_DYN_15_N05.mat,-5,15,37360,training_fit,0.9800000088685364,0.10539820213814921,0.9800000088685364,0.04796472407867737,0.14080507810534354,0.0,1.0,30.334861451252046,20.33143848693643,299.3443463761616,0.9993945855890852,0.4709931055288415
BATT4a_R0_slot_STLSQ_t0.0001,validation_temperature,A002_15_-15C,DYNdata/A002_DYN/A002_DYN_15_N15.mat,-15,15,37360,prefix_output_error,0.98,0.10636804492140428,0.98,0.09185122355548819,0.20397926843351957,0.0,1.0,75.25372833692066,54.07121958382206,374.72303838879964,-3.5432581864175763,0.4406964277741607
BATT4a_R0_slot_STLSQ_t0.0001,validation_temperature,A002_20_-15C,DYNdata/A002_DYN/A002_DYN_20_N15.mat,-15,20,37360,prefix_output_error,0.98,0.10588108887532754,0.98,0.07047814730350967,0.2040350761588107,0.0,1.0,79.25804863269978,57.60913937440873,387.4643301749305,-6.784287458872876,0.45587601453885196
BATT4a_R0_slot_STLSQ_t0.0001,train,A002_20_+25C,DYNdata/A002_DYN/A002_DYN_20_P25.mat,25,20,37360,training_fit,0.9878292492420055,0.11037101486637513,0.9878292492420055,-0.039325188067810435,0.04363496675679693,0.49826017130620986,1.0,16.64736551734886,10.89084365437083,224.39885139465332,-2.5578622345771027,0.44145083232843035
BATT4a_R0_slot_STLSQ_t0.0001,test_high_amplitude,A002_50_+25C,DYNdata/A002_DYN/A002_DYN_50_P25.mat,25,50,39460,prefix_output_error,0.98,0.15983632560968197,0.98,-0.0388244538900704,0.35871844421119226,0.5393056259503295,1.0,281.1028184877777,58.86084974829603,3515.4658716599074,-38.80972388072232,6.236986075179797
BATT4a_R0_slot_STLSQ_t0.0001,test_cell_transfer,A003_25_+25C,DYNdata/A002_DYN/A003_DYN_25_P25.mat,25,25,47086,prefix_output_error,0.98,0.2143915247127619,0.98,-0.0388244538900704,0.08753153629602191,0.4965594868963174,1.0,436.8409390673976,245.23039631123507,1308.5069854327228,231.57265108568436,1.096229466399215
BATT4a_R0_slot_STLSQ_t0.0005,validation_temperature,A002_05_-15C,DYNdata/A002_DYN/A002_DYN_05_N15.mat,-15,5,37360,prefix_output_error,0.98,0.10180357360222536,0.98,0.10531032306523294,0.2044966566300581,0.0,1.0,83.44714021066177,55.78539713824578,412.30638950483245,7.8568665573699255,0.4503121060208626
BATT4a_R0_slot_STLSQ_t0.0005,train,A002_05_-25C,DYNdata/A002_DYN/A002_DYN_05_N25.mat,-25,5,39005,training_fit,0.8741834513412813,0.021915419375427514,0.8741834513412813,0.16536812300103598,0.29103118481477036,0.0,1.0,94.4245486535922,77.58596144911819,362.1736120785175,9.579297952655894,0.26856005516882636
BATT4a_R0_slot_STLSQ_t0.0005,validation_temperature,A002_05_+35C,DYNdata/A002_DYN/A002_DYN_05_P35.mat,35,5,37360,prefix_output_error,0.98,0.10327855413367737,0.98,-0.044522627775021945,0.026244106669392198,0.5723501070663811,1.0,13.623969037213639,9.568288703435964,241.07267976905166,-5.517158286262986,0.3704227045056408
BATT4a_R0_slot_STLSQ_t0.0005,train,A002_10_-5C,DYNdata/A002_DYN/A002_DYN_10_N05.mat,-5,10,37360,training_fit,0.9809658888340442,0.09983536149175176,0.9809658888340442,0.05887388052487662,0.1414249172037704,0.0,1.0,26.82814996801633,17.871899835715467,307.22632183787056,-1.6010683985367573,0.43430273092592897
BATT4a_R0_slot_STLSQ_t0.0005,validation_temperature,A002_10_-15C,DYNdata/A002_DYN/A002_DYN_10_N15.mat,-15,10,37360,prefix_output_error,0.98,0.1039873313569255,0.98,0.10532469588804776,0.2042485665438175,0.0,1.0,73.103270271019,50.72963570157778,363.066840038933,-3.3902050191782376,0.4264520122227066
BATT4a_R0_slot_STLSQ_t0.0005,train,A002_10_+5C,DYNdata/A002_DYN/A002_DYN_10_P05.mat,5,10,37360,training_fit,0.9853238256733535,0.11093604091068754,0.9853238256733535,0.013712727613893666,0.0907605795923716,0.0,1.0,13.434002190371661,8.634754995069324,245.34403684954543,-1.7074066077929322,0.33325313117773736
BATT4a_R0_slot_STLSQ_t0.0005,train,A002_10_+15C,DYNdata/A002_DYN/A002_DYN_10_P15.mat,15,10,37360,training_fit,0.9824508977953745,0.10159869996471482,0.9824508977953745,-0.019453297957997537,0.056151271223194785,0.12168094218415418,1.0,12.851605428882516,7.421383320444143,253.5414695739746,0.07801420792470755,0.3342116810047623
BATT4a_R0_slot_STLSQ_t0.0005,train,A002_10_+45C,DYNdata/A002_DYN/A002_DYN_10_P45.mat,45,10,37360,training_fit,0.9893107708541407,0.11112537733885997,0.9893107708541407,-0.0369319478929738,0.0396226349238082,0.4394271948608137,1.0,13.447484587290097,6.505756273019607,297.754693138236,-4.140234752093673,0.3464049865251684
BATT4a_R0_slot_STLSQ_t0.0005,train,A002_15_-5C,DYNdata/A002_DYN/A002_DYN_15_N05.mat,-5,15,37360,training_fit,0.9800000088685364,0.10539820213814921,0.9800000088685364,0.04796472407867737,0.14080507810534354,0.0,1.0,30.334861451252046,20.33143848693643,299.3443463761616,0.9993945855890852,0.4709931055288415
BATT4a_R0_slot_STLSQ_t0.0005,validation_temperature,A002_15_-15C,DYNdata/A002_DYN/A002_DYN_15_N15.mat,-15,15,37360,prefix_output_error,0.98,0.10636804492140428,0.98,0.09185122355548819,0.20397926843351957,0.0,1.0,75.25372833692066,54.07121958382206,374.72303838879964,-3.5432581864175763,0.4406964277741607
BATT4a_R0_slot_STLSQ_t0.0005,validation_temperature,A002_20_-15C,DYNdata/A002_DYN/A002_DYN_20_N15.mat,-15,20,37360,prefix_output_error,0.98,0.10588108887532754,0.98,0.07047814730350967,0.2040350761588107,0.0,1.0,79.25804863269978,57.60913937440873,387.4643301749305,-6.784287458872876,0.45587601453885196
BATT4a_R0_slot_STLSQ_t0.0005,train,A002_20_+25C,DYNdata/A002_DYN/A002_DYN_20_P25.mat,25,20,37360,training_fit,0.9878292492420055,0.11037101486637513,0.9878292492420055,-0.039325188067810435,0.04363496675679693,0.49826017130620986,1.0,16.64736551734886,10.89084365437083,224.39885139465332,-2.5578622345771027,0.44145083232843035
BATT4a_R0_slot_STLSQ_t0.0005,test_high_amplitude,A002_50_+25C,DYNdata/A002_DYN/A002_DYN_50_P25.mat,25,50,39460,prefix_output_error,0.98,0.15983632560968197,0.98,-0.0388244538900704,0.35871844421119226,0.5393056259503295,1.0,281.1028184877777,58.86084974829603,3515.4658716599074,-38.80972388072232,6.236986075179797
BATT4a_R0_slot_STLSQ_t0.0005,test_cell_transfer,A003_25_+25C,DYNdata/A002_DYN/A003_DYN_25_P25.mat,25,25,47086,prefix_output_error,0.98,0.2143915247127619,0.98,-0.0388244538900704,0.08753153629602191,0.4965594868963174,1.0,436.8409390673976,245.23039631123507,1308.5069854327228,231.57265108568436,1.096229466399215
