t,true_x1,true_x2,b0_x1,b0_x2,b1_x1,b1_x2,b2_x1,b2_x2,b3_x1,b3_x2,b4_x1,b4_x2
10.98,-0.07308286714324705,-2.75989319029505,-1.146426155866002,-0.03310430358973988,-0.07308286714304602,-2.759893190294581,-0.0730828671432423,-2.759893190295037,-0.07308286714325239,-2.759893190295057,-0.07308286714324705,-2.75989319029505
10.99,-0.100953586140637,-2.814339207769617,-1.146699909015484,-0.02164539451765123,-0.1009535861404158,-2.814339207769002,-0.1009535861406322,-2.814339207769604,-0.1009535861406424,-2.814339207769623,-0.100953586140637,-2.814339207769617
11,-0.1293712546003201,-2.869265781351802,-1.146859047027674,-0.01018146690903787,-0.1293712546001126,-2.869265781351294,-0.1293712546003151,-2.869265781351788,-0.1293712546003256,-2.869265781351808,-0.1293712546003201,-2.869265781351802
11.01,-0.1583401368190309,-2.924562407071857,-1.146903525442709,0.001286333958774554,-0.1583401368188412,-2.924562407071471,-0.1583401368190257,-2.924562407071842,-0.1583401368190364,-2.924562407071863,-0.1583401368190309,-2.924562407071857
11.02,-0.1878633231306777,-2.980104658598974,-1.146833311257377,0.01275686213774718,-0.1878633231305012,-2.980104658598667,-0.1878633231306723,-2.98010465859896,-0.1878633231306834,-2.980104658598981,-0.1878633231306777,-2.980104658598974
11.03,-0.2179425866140889,-3.035753380983431,-1.146648382930539,0.02422897112031347,-0.2179425866139187,-3.035753380983152,-0.2179425866140833,-3.035753380983417,-0.2179425866140946,-3.035753380983438,-0.2179425866140889,-3.035753380983431
11.04,-0.2485782320075411,-3.091353942329474,-1.146348730388723,0.03570151395660719,-0.2485782320073685,-3.091353942329182,-0.2485782320075354,-3.091353942329459,-0.2485782320075469,-3.09135394232948,-0.2485782320075411,-3.091353942329474
11.05,-0.2797689375289005,-3.146735567583212,-1.145934355029467,0.04717334336705759,-0.279768937528714,-3.146735567582889,-0.2797689375288947,-3.146735567583197,-0.2797689375289064,-3.146735567583217,-0.2797689375289005,-3.146735567583212
11.06,-0.3115115905571789,-3.201710781822501,-1.145405269724454,0.0586433118575171,-0.3115115905569629,-3.201710781822177,-0.311511590557173,-3.201710781822486,-0.3115115905571847,-3.201710781822506,-0.3115115905571789,-3.201710781822501
11.07,-0.3438011184204732,-3.256074993569771,-1.144761498820664,0.07011027183353394,-0.3438011184202104,-3.256074993569557,-0.3438011184204672,-3.256074993569755,-0.3438011184204789,-3.256074993569775,-0.3438011184204732,-3.256074993569771
11.08,-0.3766303158550561,-3.30960625156943,-1.144003078141416,0.08157307572009453,-0.3766303158547422,-3.309606251569507,-0.3766303158550502,-3.309606251569413,-0.3766303158550619,-3.309606251569435,-0.3766303158550561,-3.30960625156943
11.09,-0.4099896710462991,-3.362065211015227,-1.143130054984754,0.09303057606199341,-0.409989671045989,-3.362065211015469,-0.409989671046293,-3.36206521101521,-0.409989671046305,-3.362065211015232,-0.4099896710462991,-3.362065211015227
11.1,-0.4438671925348904,-3.413195347189806,-1.142142488122576,0.1044816256647526,-0.4438671925345455,-3.413195347189852,-0.4438671925348843,-3.41319534718979,-0.4438671925348963,-3.41319534718981,-0.4438671925348904,-3.413195347189806
